非洲	アフリカ
1745年	1745年
1833年	1833年
1667年	1667年
1746年	1746年
運輸	交通
1834年	1834年
1668年	1668年
1747年	1747年
1835年	1835年
1748年	1748年
1836年	1836年
1669年	1669年
歐拉	レオンハルト・オイラー
1670年	1670年
1749年	1749年
1837年	1837年
1671年	1671年
1750年	1750年
1838年	1838年
1672年	1672年
1751年	1751年
1839年	1839年
1673年	1673年
1752年	1752年
1840年	1840年
1674年	1674年
1753年	1753年
1841年	1841年
1754年	1754年
1675年	1675年
1842年	1842年
1755年	1755年
1676年	1676年
1843年	1843年
1677年	1677年
1756年	1756年
1844年	1844年
1678年	1678年
1757年	1757年
1845年	1845年
1679年	1679年
1758年	1758年
1846年	1846年
1680年	1680年
1759年	1759年
1847年	1847年
1681年	1681年
1760年	1760年
1848年	1848年
1682年	1682年
1761年	1761年
1849年	1849年
1683年	1683年
1762年	1762年
1850年	1850年
1684年	1684年
1763年	1763年
1851年	1851年
1764年	1764年
1685年	1685年
1852年	1852年
1686年	1686年
1765年	1765年
1853年	1853年
1687年	1687年
1766年	1766年
1854年	1854年
1688年	1688年
1767年	1767年
1855年	1855年
1689年	1689年
1768年	1768年
1856年	1856年
1690年	1690年
1769年	1769年
1857年	1857年
1691年	1691年
1770年	1770年
1858年	1858年
1692年	1692年
1771年	1771年
1859年	1859年
1693年	1693年
1772年	1772年
1860年	1860年
1773年	1773年
1861年	1861年
1694年	1694年
1695年	1695年
1774年	1774年
1862年	1862年
1696年	1696年
1775年	1775年
1863年	1863年
1697年	1697年
1776年	1776年
1864年	1864年
1698年	1698年
1865年	1865年
1777年	1777年
1699年	1699年
1866年	1866年
1778年	1778年
1779年	1779年
1867年	1867年
1780年	1780年
1868年	1868年
1781年	1781年
1869年	1869年
紐約地鐵	ニューヨーク市地下鉄
俄語	ロシア語
1782年	1782年
1870年	1870年
屋裡	家庭
1783年	1783年
1871年	1871年
弗拉基米尔·弗拉基米罗维奇·普京	ウラジーミル・プーチン
1784年	1784年
1872年	1872年
數學分析	解析学
1785年	1785年
1873年	1873年
1786年	1786年
1874年	1874年
1787年	1787年
1875年	1875年
1788年	1788年
1876年	1876年
1789年	1789年
1877年	1877年
1790年	1790年
1878年	1878年
1879年	1879年
1791年	1791年
歐洲嗰歷史	ヨーロッパ史
麵包	パン
1792年	1792年
1880年	1880年
1793年	1793年
1881年	1881年
1794年	1794年
1882年	1882年
1795年	1795年
1883年	1883年
1796年	1796年
1884年	1884年
1797年	1797年
1885年	1885年
1886年	1886年
1798年	1798年
1887年	1887年
1799年	1799年
1888年	1888年
1889年	1889年
1890年	1890年
1891年	1891年
1892年	1892年
1893年	1893年
1894年	1894年
1895年	1895年
1896年	1896年
1897年	1897年
1898年	1898年
漢語	中国語
1899年	1899年
白開水	飲料水
雨	雨
地震	地震
真理	真理
伊本·西那	イブン・スィーナー
邱吉爾	ウィンストン・チャーチル
馬丁·路德·金	マーティン・ルーサー・キング・ジュニア
10世紀	10世紀
水澇	洪水
海嘯	津波
火山	火山
邏輯學	論理学
9世紀	9世紀
三角學	三角法
8世紀	8世紀
幾何學	幾何学
7世紀	7世紀
6世紀	6世紀
文法	文法
5世紀	5世紀
4世紀	4世紀
3世紀	3世紀
2世紀	2世紀
1世紀	1世紀
經濟學	経済学
詞	語
阿拉伯字母	アラビア文字
字	漢字
西里爾字母	キリル文字
朝鮮字母	ハングル
拉丁字母	ラテン文字
文學	文学
分類:法國	Category:フランス
分類:音樂	Category:音楽
分類:文學	Category:文学
長篇小說	長編小説
分類:詩	Category:詩
漫畫	日本の漫画
爵士樂	ジャズ
八多·目氏	バトー・ムーシュ
亞歷山大大帝	アレクサンドロス3世
居魯士大帝	キュロス2世
文明	文明
家庭	家族
男人	男性
婚姻	結婚
蘇萊曼一世	スレイマン1世
咖啡	コーヒー
奶	乳
山	山
沙漠	砂漠
孫中山	孫文
西曼·卜利滑	シモン・ボリバル
香港	香港
邁阿密 (佛羅裡達州)	マイアミ
冷戰	冷戦
首爾	ソウル特別市
上海	上海市
明治維新	明治維新
清	清
阿基米德	アルキメデス
愛迪生	トーマス・エジソン
歐几里得	エウクレイデス
暗號學	暗号理論
瑞典語	スウェーデン語
尼哥拉·特斯拉	ニコラ・テスラ
哈嗱嗞咪	フワーリズミー
臘尼茲	ゴットフリート・ライプニッツ
馬克思	カール・マルクス
摩西	モーセ
知識	知識
印度教	ヒンドゥー教
麦斯韦	ジェームズ・クラーク・マクスウェル
門捷列夫	ドミトリ・メンデレーエフ
光	光
希臘語	ギリシア語
電郵	電子メール
波斯語	ペルシア語
宗教	宗教
朝鮮話	朝鮮語
阿卜拿咸	アブラハム
笛卡兒	ルネ・デカルト
普通話	官話
聖·保羅	パウロ
自由女神像	自由の女神像 (ニューヨーク)
弗洛伊德	ジークムント・フロイト
希伯來語	ヘブライ語
伊本·客敦	イブン・ハルドゥーン
康德	イマヌエル・カント
老子	老子
約翰·洛	ジョン・ロック
尼采	フリードリヒ・ニーチェ
韋伯	マックス・ヴェーバー
朱熹	朱子
忍者	忍者
感情	感情
思想	思考
大洋	大洋
托馬·阿奎那	トマス・アクィナス
釋迦牟尼	釈迦
穆罕默德	ムハンマド・イブン＝アブドゥッラーフ
倫理學	倫理学
知識論	認識論
自由意志	自由意志
機率	確率
馬丁·路德	マルティン・ルター
儒家	儒教
道教	道教
孟加拉語	ベンガル語
舌頭	舌
A	A
唐	唐
戴安娜王妃	ダイアナ (プリンセス・オブ・ウェールズ)
B	B
古典音樂	クラシック音楽
G	G
U	U
Z	Z
F	F
J	J
字母	アルファベット
T	T
C	C
R	R
D	D
I	I
明	明
E	E
H	H
K	K
L	L
M	M
N	N
O	O
P	P
Q	Q
S	S
V	V
W	W
X	X
Y	Y
畢達哥拉斯	ピタゴラス
1100年	1100年
金正日	金正日
元素週期表	周期表
豬	イノシシ属
九一一事件	アメリカ同時多発テロ事件
樹	木
奶酪	チーズ
肉	食肉
土豆	ジャガイモ
菜	野菜
黃豆	ダイズ
機械人	ロボット
技術	テクノロジー
工學	工学
報	新聞
印刷	印刷
電話	電話機
梵語	サンスクリット
老人痴呆症	アルツハイマー型認知症
對數	対数
算術	算術
座標	座標
微分方程	微分方程式
百分率	パーセント
Windows XP	Microsoft Windows XP
分類:巴西	Category:ブラジル
方程	方程式
函數	関数 (数学)
角	角度
搖滾樂	ロック (音楽)
嘻哈音樂	ヒップホップ・ミュージック
力	力
玩具	ゲーム
圍棋	囲碁
賭博	賭博
質量	質量
電影	映画
金屬	金属
腳踏車	自転車
船	船
半導體	半導体
衣裳	被服
聲氣	音
冶金學	金属工学
紙	紙
塑料	合成樹脂
面積	面積
數學證明	証明
數	数
複數	複素数
公斤	キログラム
米	メートル
秒	秒
粟米	トウモロコシ
公升	リットル
畫畫	絵画
拍相	写真
雕刻	彫刻
表演	演劇
舞蹈	ダンス
陶器	陶芸
電子學	電子機器
二極管	ダイオード
人工智能	人工知能
IT	情報技術
美利堅合眾國憲法	アメリカ合衆国憲法
東南亞	東南アジア
重慶	重慶市
天津	天津市
武汉	武漢市
史前時代	先史時代
石器時代	石器時代
青銅器時代	青銅器時代
鐵器時代	鉄器時代
美索不達米亞	メソポタミア
古埃及	古代エジプト
古希臘	古代ギリシア
熊	クマ
粉紅色嗰一生	ラ・ヴィ・アン・ローズ
1101年	1101年
1102年	1102年
癌	悪性腫瘍
燕麥	エンバク
小麥	コムギ
2040年	2040年
2039年	2039年
穀	穀物
2038年	2038年
2037年	2037年
2036年	2036年
2035年	2035年
曆法	暦
病	病気
艾滋病	後天性免疫不全症候群
麻將	麻雀
建築學	建築
圓拱	アーチ
橋	橋
運河	運河
壩	ダム
牛 (單位)	ニュートン
度量	測定
國際單位系統	国際単位系
數論	数論
統計學	統計学
1103年	1103年
1104年	1104年
圓頂	ドーム
長城	万里の長城
整數	整数
球面	球面
三峽大壩	三峡ダム
金字塔	ピラミッド
中世紀	中世
拉丁美洲	ラテンアメリカ
電氣	電気
核能	原子力
2034年	2034年
2033年	2033年
2032年	2032年
劍	剣
2031年	2031年
槍	銃
2030年	2030年
機關槍	機関銃
核武器	核兵器
2029年	2029年
算盤	アバカス
2028年	2028年
2027年	2027年
火藥	火薬
炸藥	爆発物
坦克車	戦車
實數	実数
1105年	1105年
阿拉伯語	アラビア語
李明博	李明博
朴正熙	朴正煕
全斗煥	全斗煥
家具	家具
檯	テーブル (家具)
香港地鐵	香港MTR
澳門	マカオ
校椅	椅子
胡錦濤	胡錦濤
習近平	習近平
長頸鹿	キリン
廣東	広東省
廣西	広西チワン族自治区
蘇聯	ソビエト連邦
相機	カメラ
壁蛇子	ヤモリ科
艾美·環校詩	エイミー・ワインハウス
肩	肩
Wikipedia:全靚文章	Wikipedia:秀逸な記事
模板:Link FA	Template:Link FA
聖地牙哥 (加利福尼亞州)	サンディエゴ
聖荷西 (加利福尼亞州)	サンノゼ
丹佛	デンバー
休斯頓	ヒューストン
鳳凰城 (亞利桑那州)	フェニックス (アリゾナ州)
達拉斯	ダラス
奧斯汀	オースティン
孟菲斯 (田納西州)	メンフィス (テネシー州)
哥倫布 (俄亥俄州)	コロンバス (オハイオ州)
廣州	広州市
蔣中正	蒋介石
江澤民	江沢民
溫家寶	温家宝
南京	南京市
艾都加·阿蘭·薄	エドガー・アラン・ポー
郭富城	アーロン・クオック
病院	病院
東德	ドイツ民主共和国
江蘇	江蘇省
浙江	浙江省
鄧小平	トウ小平
羅馬共和國	共和政ローマ
西藏	チベット自治区
圓形	円 (数学)
平面	平面
丹增嘉措	ダライ・ラマ14世
中國共產黨	中国共産党
手機	携帯電話
鴕鳥	ダチョウ
阿灵顿 (得克萨斯州)	アーリントン (テキサス州)
沙加緬度 (加利福尼亞州)	サクラメント (カリフォルニア州)
1925年	1925年
1927年	1927年
高行健	高行健
1000年	1000年
999年	999年
隱喻	メタファー
球	ボール
1955年	1955年
1954年	1954年
1953年	1953年
1951年	1951年
1950年	1950年
1946年	1946年
1943年	1943年
1942年	1942年
1940年	1940年
1939年	1939年
1938年	1938年
1937年	1937年
1936年	1936年
1935年	1935年
1934年	1934年
1933年	1933年
1932年	1932年
1931年	1931年
1930年	1930年
1929年	1929年
GPS	グローバル・ポジショニング・システム
奧斯卡金像獎	アカデミー賞
2010年代	2010年代
9	9
剪人蟲	サソリ
黑龍江	黒竜江省
馬英九	馬英九
1001年	1001年
1002年	1002年
1003年	1003年
1005年	1005年
1006年	1006年
1007年	1007年
1008年	1008年
1009年	1009年
1010年	1010年
1011年	1011年
1012年	1012年
1013年	1013年
1014年	1014年
1015年	1015年
1016年	1016年
1017年	1017年
1018年	1018年
1019年	1019年
1020年	1020年
1021年	1021年
1022年	1022年
1023年	1023年
1024年	1024年
1025年	1025年
1026年	1026年
1027年	1027年
1028年	1028年
1029年	1029年
1030年	1030年
1031年	1031年
1032年	1032年
1033年	1033年
1034年	1034年
1035年	1035年
1036年	1036年
1037年	1037年
1038年	1038年
1039年	1039年
1040年	1040年
1041年	1041年
1042年	1042年
1043年	1043年
1044年	1044年
1045年	1045年
1046年	1046年
1047年	1047年
1048年	1048年
1049年	1049年
1050年	1050年
1051年	1051年
1052年	1052年
1053年	1053年
1054年	1054年
1055年	1055年
1056年	1056年
1057年	1057年
1058年	1058年
1059年	1059年
1060年	1060年
1061年	1061年
1062年	1062年
1063年	1063年
1064年	1064年
1065年	1065年
1066年	1066年
1067年	1067年
1068年	1068年
1069年	1069年
1070年	1070年
1071年	1071年
1072年	1072年
1073年	1073年
1074年	1074年
1075年	1075年
1076年	1076年
1077年	1077年
1078年	1078年
1079年	1079年
1080年	1080年
1081年	1081年
1082年	1082年
1083年	1083年
1084年	1084年
1085年	1085年
1086年	1086年
1087年	1087年
1088年	1088年
1089年	1089年
1090年	1090年
1091年	1091年
1092年	1092年
1093年	1093年
1094年	1094年
1095年	1095年
1096年	1096年
1097年	1097年
1098年	1098年
1099年	1099年
1106年	1106年
1107年	1107年
1108年	1108年
1109年	1109年
1110年	1110年
1111年	1111年
1112年	1112年
1113年	1113年
1114年	1114年
1115年	1115年
1116年	1116年
1117年	1117年
1118年	1118年
1119年	1119年
1120年	1120年
1130年	1130年
1131年	1131年
1132年	1132年
1133年	1133年
1134年	1134年
1135年	1135年
1136年	1136年
1137年	1137年
1138年	1138年
1139年	1139年
5年	5年
1140年	1140年
1141年	1141年
1142年	1142年
1143年	1143年
1144年	1144年
4年	4年
1145年	1145年
1146年	1146年
1147年	1147年
1148年	1148年
3年	3年
1149年	1149年
1150年	1150年
1151年	1151年
1152年	1152年
1153年	1153年
2年	2年
1154年	1154年
1155年	1155年
1156年	1156年
1157年	1157年
1158年	1158年
1159年	1159年
1160年	1160年
1161年	1161年
1162年	1162年
1163年	1163年
1164年	1164年
1165年	1165年
1166年	1166年
1167年	1167年
1168年	1168年
1169年	1169年
1170年	1170年
1171年	1171年
1172年	1172年
1173年	1173年
1174年	1174年
1175年	1175年
1176年	1176年
1177年	1177年
1178年	1178年
1179年	1179年
1180年	1180年
1181年	1181年
1182年	1182年
1928年	1928年
1183年	1183年
1184年	1184年
1185年	1185年
1186年	1186年
1187年	1187年
1188年	1188年
1189年	1189年
1190年	1190年
1191年	1191年
1192年	1192年
1193年	1193年
1194年	1194年
1195年	1195年
1196年	1196年
1197年	1197年
1198年	1198年
1199年	1199年
四川	四川省
6年	6年
三角形	三角形
閏年	閏年
蕾蒂嘉嘉	レディー・ガガ
印歐語系	インド・ヨーロッパ語族
美絕波利頓線	メトロポリタン線
北柯露線	ベーカールー線
老虎	トラ
倫敦地鐵	ロンドン地下鉄
鐘擺	振り子
自然數	自然数
日耳曼語族	ゲルマン語派
社會學	社会学
國際音標	国際音声記号
河北	河北省
臺灣	台湾
紐約	ニューヨーク (曖昧さ回避)
石油	石油
鐵路	鉄道
1年	1年
魯迅	魯迅
10年	10年
20年	20年
30年	30年
40年	40年
9年	9年
7年	7年
8年	8年
7	7
8	8
12年	12年
禮拜	週
湖	湖
930年	930年
13年	13年
985年	985年
1122年	1122年
981年	981年
939年	939年
簕瓜	キュウリ
51年	51年
島	島
白	白
烏	黒
814年	814年
678年	678年
950年	950年
679年	679年
996年	996年
680年	680年
37年	37年
980年	980年
900年	900年
1129年	1129年
843年	843年
690年	690年
691年	691年
988年	988年
692年	692年
476年	476年
693年	693年
694年	694年
695年	695年
696年	696年
6	6
697年	697年
698年	698年
699年	699年
700年	700年
701年	701年
702年	702年
703年	703年
番茄	トマト
704年	704年
705年	705年
706年	706年
68年	68年
89年	89年
707年	707年
708年	708年
峰牙己榜國家公園	フォンニャ＝ケバン国立公園
709年	709年
11年	11年
710年	710年
711年	711年
712年	712年
713年	713年
714年	714年
715年	715年
716年	716年
717年	717年
廣平省	クアンビン省
718年	718年
719年	719年
720年	720年
721年	721年
722年	722年
723年	723年
724年	724年
725年	725年
726年	726年
亞特蘭大	アトランタ
727年	727年
728年	728年
729年	729年
963年	963年
730年	730年
731年	731年
962年	962年
732年	732年
733年	733年
997年	997年
734年	734年
972年	972年
735年	735年
955年	955年
901年	901年
736年	736年
737年	737年
936年	936年
738年	738年
953年	953年
902年	902年
739年	739年
15年	15年
740年	740年
14年	14年
741年	741年
742年	742年
17年	17年
743年	743年
958年	958年
744年	744年
500年	500年
745年	745年
150年	150年
746年	746年
880年	880年
747年	747年
748年	748年
749年	749年
870年	870年
903年	903年
750年	750年
751年	751年
752年	752年
753年	753年
987年	987年
754年	754年
965年	965年
755年	755年
924年	924年
951年	951年
932年	932年
23年	23年
800年	800年
120年	120年
42年	42年
967年	967年
989年	989年
960年	960年
969年	969年
957年	957年
1124年	1124年
971年	971年
方向	方位
937年	937年
992年	992年
990年	990年
899年	899年
975年	975年
942年	942年
966年	966年
1128年	1128年
959年	959年
973年	973年
18年	18年
19年	19年
16年	16年
拉斯維加斯	ラスベガス
21年	21年
26年	26年
41年	41年
32年	32年
33年	33年
982年	982年
974年	974年
976年	976年
979年	979年
986年	986年
919年	919年
