Afrika	アフリカ
1833 Shmakova	シュマコヴァ (小惑星)
Posledný Mohykán (film z roku 1992)	ラスト・オブ・モヒカン
1834 Palach	パラフ (小惑星)
1835 Gajdariya	ガイダリヤ (小惑星)
69230 Hermes	ヘルメス (小惑星)
1836 Komarov	コマロフ (小惑星)
Herbert Spencer	ハーバート・スペンサー
1838 Ursa	ウルサ (小惑星)
Ex offo	充て職
Tamarine Tanasugarnová	タマリネ・タナスガーン
Kapitánova dcéra (kniha)	大尉の娘
202 Chryseïs	クリュセイス (小惑星)
184 Dejopeja	デヨペヤ (小惑星)
1840 Hus	フス (小惑星)
Zak Starkey	ザック・スターキー
Medzinárodné bankové číslo účtu	IBANコード
1841 Masaryk	マサリク (小惑星)
Phil Collins	フィル・コリンズ
1846 Bengt	ベンクト (小惑星)
1847 Stobbe	シュトッベ (小惑星)
1848 Delvaux	デルヴォー (小惑星)
Horec	リンドウ属
1849 Kresák	クレサーク (小惑星)
Východoslovanské jazyky	東スラヴ語群
185 Eunike	エウニケ (小惑星)
1850 Kohoutek	コホーテク (小惑星)
Zakk Wylde	ザック・ワイルド
Zakopané	ザコパネ
1855 Korolev	コロリョフ (小惑星)
1856 Ruzena	ルージェナ (小惑星)
1857 Parchomenko	パルホメンコ (小惑星)
1858 Lobachevskij	ロバチェフスキー (小惑星)
1859 Kovalevskaya	コワレフスカヤ (小惑星)
186 Celuta	セリュタ (小惑星)
1860 Barbarossa	バルバロッサ (小惑星)
Zakynthos (ostrov)	ザキントス島
1861 Komenský	コメンスキー (小惑星)
1862 Apollo	アポロ (小惑星)
Imelo biele	ヤドリギ
1865 Cerberus	ケルベルス (小惑星)
1866 Sisyphus	シシュフォス (小惑星)
Tráci	トラキア人
Karabulak	カラブラク
1867 Deiphobus	デイフォブス (小惑星)
Banská Bystrica	バンスカー・ビストリツァ
Trenčín	トレンチーン
187 Lamberta	ランベルタ (小惑星)
Karačajevsk	カラチャエフスク
Apoštolský palác	バチカン宮殿
1877 Marsden	マースデン (小惑星)
Veľká Viktóriina púšť	グレートビクトリア砂漠
188 Menippe	メニッペ (小惑星)
1882 Rauma	ラウマ (小惑星)
A-čcheng	阿城区
1888 Zu Chong-Zhi	祖沖之 (小惑星)
1889 Pakhmutova	パフムートワ (小惑星)
189 Phthia	フティア (小惑星)
1896 Beer	ベーア (小惑星)
Stuart O'Grady	スチュアート・オグレディ
Taboo	タブー (ラッパー)
1898 Cowell	コーウェル (小惑星)
Topológia siete	ネットワーク・トポロジー
Hymna Južného Sudánu	南スーダン万歳!
1899 Crommelin	クロンメリン (小惑星)
Kia Sportage	キア・スポーテージ
190 Ismene	イスメーネ (小惑星)
19 Fortuna	フォルトゥナ (小惑星)
ScummVM	ScummVM
1900 Katyusha	カチューシャ (小惑星)
1901 Moravia	モラヴィア (小惑星)
Datív	与格
1902 Shaposhnikov	シャポシニコフ (小惑星)
1903 Adzhimushkaj	アジムシュカイ (小惑星)
Molárna hmotnosť	モル質量
Hlaholika	グラゴル文字
1904 Massevitch	マセヴィッチ (小惑星)
1905 Ambartsumian	アンバルツミャン (小惑星)
Mandžuovia	満州民族
Take on Me	テイク・オン・ミー
Apeninský polostrov	イタリア半島
Kem	ケミ (ロシア)
191 Kolga	コルガ (小惑星)
1910 Mikhailov	ミハイロフ (小惑星)
1911 Schubart	シューバルト (小惑星)
1912 Anubis	アヌビス (小惑星)
Rukopisy Mŕtveho mora	死海文書
1913 Sekanina	セカニナ (小惑星)
1914 Hartbeespoortdam	ハートビースプールト・ダム (小惑星)
Nadir	天底
Kantele	カンテレ
1915 Quetzalcoatl	ケツァルコアトル (小惑星)
Západoslovanské jazyky	西スラヴ語群
1916 Boreas	ボレアス (小惑星)
Polyetyléntereftalát	ポリエチレンテレフタラート
Zamora	サモラ
Iskerníkovité	キンポウゲ科
1917 Cuyo	クージョ (小惑星)
1918 Aiguillon	エギュイヨン (小惑星)
Egyptológia	エジプト学
Strukovina	豆果
Nechbet	ネクベト
Nechtík lekársky	キンセンカ
1919 Clemence	クレメンス (小惑星)
192 Nausikaa	ナウシカア (小惑星)
1920 Sarmiento	サルミエント (小惑星)
Zamość	ザモシチ
Tiamat	ティアマト
1921 Pala	パラ (小惑星)
Smrek obyčajný	オウシュウトウヒ
1922 Zulu	ズールー (小惑星)
Vadžet	ウアジェト
1923 Osiris	オシリス (小惑星)
1924 Horus	ホルス (小惑星)
One Direction	ワン・ダイレクション
Aje II.	アイ (ファラオ)
Cyprusovité	ヒノキ科
Smrekovec opadavý	ヨーロッパカラマツ
Zana	ザナ
18. dynastia Egypta	エジプト第18王朝
Ruža šípová	イヌバラ
Akuzatív	対格
193 Ambrosia	アムブロシア (小惑星)
Sachmet	セクメト
Polymetylmetakrylát	アクリル樹脂
1931 Čapek	チャペック (小惑星)
1932 Jansky	ジャンスキー (小惑星)
Buk lesný	ヨーロッパブナ (植物)
Severská rada	北欧理事会
1936 Lugano	ルガーノ (小惑星)
Polypropylén	ポリプロピレン
1937 Locarno	ロカルノ (小惑星)
1938 Lausanna	ローザンナ (小惑星)
Ján Bosco	ヨハネ・ボスコ
Slnečnica hľuznatá	キクイモ
1939 Loretta	ロレッタ (小惑星)
Jarabina vtáčia	セイヨウナナカマド
Horčica biela	シロガラシ
194 Prokne	プロクネ (小惑星)
1940 Whipple	ホイップル (小惑星)
Kapusta obyčajná	ヤセイカンラン
1941 Wild	ヴィルト (小惑星)
1943 Anteros	アンテロス (小惑星)
Genitív	属格
Polystyrén	ポリスチレン
Franská ríša	フランク王国
Miriam Makebová	ミリアム・マケバ
Topoľ biely	ギンドロ
Hruška obyčajná	セイヨウナシ
195 Eurykleia	エウリクレイア (小惑星)
Děčín	ジェチーン
Sobek	セベク
Vesprém	ヴェスプレーム
Ptah	プタハ
Polyuretán	ポリウレタン
19521 Chaos	カオス (小惑星)
Teplice	テプリツェ
1953 Rupertwildt	ルーペルト・ヴィルト (小惑星)
Liberec	リベレツ
Chomutov	ホムトフ
Most (mesto)	モスト
Polyvinylchlorid	ポリ塩化ビニル
1954 Kukarkin	クカーキン (小惑星)
196 Philomela	フィロメラ (小惑星)
Ropucha bradavičnatá	ヨーロッパヒキガエル
Alžírsko na Letných olympijských hrách 2008	北京オリンピックアルジェリア選手団
1960 Guisan	ギザン (小惑星)
Afganistan na Letných olympijských hrách 2008	北京オリンピックアフガニスタン選手団
197 Arete	アレーテ (小惑星)
Trestné právo	刑法
Stjepan Mesić	スティエパン・メシッチ
Lijepa naša domovino	私たちの美しい故国
1979 Sakharov	サハロフ (小惑星)
Rozpúšťadlo	溶媒
198 Ampella	アンペラ (小惑星)
1980 Tezcatlipoca	テスカトリポカ (小惑星)
Lužickí Srbi	ソルブ人
Hiiumaa (ostrov)	ヒーウマー島
1981 Midas	ミダス (小惑星)
1984 Fedynskij	フェディンスキー (小惑星)
1985 Hopmann	ホップマン (小惑星)
Bahamy na Letných olympijských hrách 2012	ロンドンオリンピック (2012年) バハマ選手団
199 Byblis	ビブリス (小惑星)
Juhoafrická republika na Letných olympijských hrách 2008	北京オリンピック南アフリカ選手団
Bakelit	フェノール樹脂
Dominika na Letných olympijských hrách 2012	ロンドンオリンピック (2012年) ドミニカ国選手団
1991 Darwin	ダーウィン (小惑星)
Rovnobežka (geografia)	緯線
Ríbezľa čierna	クロスグリ
Cookove ostrovy na Letných olympijských hrách 2012	ロンドンオリンピック (2012年) クック諸島選手団
Celuloid	セルロイド
1998 Titius	ティティウス (小惑星)
Venezuela na Letných olympijských hrách 2008	北京オリンピックベネズエラ選手団
Čína na Letných olympijských hrách 2008	北京オリンピック中国選手団
Lekno	スイレン属
Zubáč veľkoústy	パイクパーチ
Riešenie	ソリューション
Južnoslovanské jazyky	南スラヴ語群
200 Dynamene	ディナメネ (小惑星)
Lamprophiidae	イエヘビ科
Brixton	ブリクストン
Alfons Mucha	アルフォンス・ミュシャ
Phú Quốc	フーコック島
Šošovka (anatómia)	水晶体
2001 Einstein	アインシュタイン (小惑星)
Ilýri	イリュリア人
Kisangani	キサンガニ
Vodné koleso	水車
2003 Harding	ハーディング (小惑星)
2002 Euler	オイラー (小惑星)
2004 Lexell	レクセル (小惑星)
2005 Hencke	ヘンケ (小惑星)
Ovos	カラスムギ属
Middleware	ミドルウェア
2006 Polonskaja	ポロンスカヤ (小惑星)
Množné číslo	複数
2008 Konstitutsiya	コンスチトゥーツィヤ (小惑星)
Klient-server	クライアントサーバモデル
Malbork	マルボルク
201 Penelope	ペネローペ (小惑星)
2012 Guo Shou-Jing	郭守敬 (小惑星)
Ellesmerov ostrov	エルズミーア島
Kliešte (nástroj)	プライヤ
2018 Schuster	シュスター (小惑星)
2019 van Albada	ファン・アルバダ (小惑星)
Husajn bin Talál	フセイン1世
Miralem Pjanić	ミラレム・ピアニッチ
Cyprus (strom)	イトスギ
Thovt	トート
Limes Romanus	リメス
2020 Ukko	ウッコ (小惑星)
2021 Poincare	ポアンカレ (小惑星)
Peleta	木質ペレット
2029 Binomi	ビノミ (小惑星)
203 Pompeja	ポンペヤ (小惑星)
2030 Belyaev	ベリャーエフ (小惑星)
Zantoxyl	サンショウ属
2037 Tripaxeptalis	トリパクセプタリス (小惑星)
2038 Bistro	ビストロ (小惑星)
Ázijská federácia pozemného hokeja	アジアホッケー連盟
2040 Chalonge	シャロンジュ (小惑星)
204 Kallisto	カリスト (小惑星)
Anatólske jazyky	アナトリア語派
2041 Lancelot	ランスロット (小惑星)
2042 Sitarski	シタルスキー (小惑星)
2043 Ortutay	オルトゥタイ (小惑星)
Medviedikovité	アライグマ科
2044 Wirt	ワート (小惑星)
2045 Peking	北京 (小惑星)
2046 Leningrad	レニングラード (小惑星)
205 Martha	マルタ (小惑星)
Záružlie močiarne	リュウキンカ
Malajzia na Letných olympijských hrách 2008	北京オリンピックマレーシア選手団
206 Hersilia	ヘルシリア (小惑星)
Ako som spoznal vašu mamu	ママと恋に落ちるまで
Kašubovia	カシューブ人
2061 Anza	アンサ (小惑星)
Sasanky	イソギンチャク
Vačica virgínska	キタオポッサム
2063 Bacchus	バックス (小惑星)
2062 Aten	アテン (小惑星)
Čapík (oko)	錐体細胞
2072 Kosmodemyanskaya	コスモデミヤンスカヤ (小惑星)
207 Hedda	ヘッダ (小惑星)
Vika (rod)	ソラマメ属
Hej, Slováci	スラヴ人よ
208 Lacrimosa	ラクリモサ (小惑星)
Klas	花穂
Zapopan	サポパン
2084 Okayama	岡山 (小惑星)
2085 Henan	河南 (小惑星)
Tuja riasnatá	ベイスギ
2087 Kochera	コッヘラ (小惑星)
2088 Sahlia	ザーリア (小惑星)
209 Dido	ディド (小惑星)
Borovica horská	モンタナマツ
2097 Galle	ガレ (小惑星)
Magický realizmus	マジックリアリズム
Pálka širokolistá	ガマ
2206 Gabrova	ガブロヴァ (小惑星)
Sikuli (Rumunsko)	セーケイ人
2100 Ra-Shalom	ラー・シャローム (小惑星)
2101 Adonis	アドニス (小惑星)
21064 Yangliwei	楊利偉 (小惑星)
Jang Li-wej	楊利偉
Kolo Touré	コロ・トゥーレ
Fort-Mahon-Plage	フォール＝マオン＝プラージュ
Jablonec nad Nisou	ヤブロネツ・ナド・ニソウ
211 Isolda	イソルダ (小惑星)
Kognitívna veda	認知科学
Arašidové maslo	ピーナッツバター
2125 Karl-Ontjes	カール＝オンチェス (小惑星)
212 Medea	メデア (小惑星)
Giovanni da Verrazano	ジョバンニ・ダ・ヴェラッツァーノ
2129 Cosicosi	コジコジ (小惑星)
213 Lilaea	リラエア (小惑星)
Baby Boy	ベイビー・ボーイ
214 Aschera	アスケラ (小惑星)
Chasaviurt	ハサヴユルト
2146 Stentor	ステントル (小惑星)
Cirhóza pečene	肝硬変
215 Oenone	オエノーネ (小惑星)
Kozmos (program)	コスモス衛星
2159 Kukkamaki	クッカメキ (小惑星)
Car-kolokol	ツァーリ・コロコル
Car-puška	ツァーリ・プーシュカ
2162 Anhui	安徽 (小惑星)
216 Kleopatra	クレオパトラ (小惑星)
Loituma	ロイツマ
Pachriašteľotvaré	ジャノメドリ目
Bulharské cárstvo (1908 – 1946)	ブルガリア王国 (近代)
2166 Handahl	ハンダール (小惑星)
Cárovič (syn cára)	ツァレーヴィチ
Zgorzelec	ズゴジェレツ
Jelenia Góra	イェレニャ・グラ
Carevo	ツァレヴォ
Henderson	ヘンダーソン
217 Eudora	エウドラ (小惑星)
218 Bianca	ビアンカ (小惑星)
219 Thusnelda	トゥースネルダ (小惑星)
22 Kalliope	カリオペ (小惑星)
Subrahmanyan Chandrasekhar	スブラマニアン・チャンドラセカール
220 Stephania	ステファニア (小惑星)
Machovky	外肛動物
Zarzuela	サルスエラ
221 Eos	エオス (小惑星)
2212 Hephaistos	ヘファイストス (小惑星)
Viktor Troicki	ビクトル・トロイツキ
Edgar Rice Burroughs	エドガー・ライス・バローズ
222 Lucia	ルーツィア (小惑星)
223 Rosa	ローザ (小惑星)
Planetárium (budova)	プラネタリウム
2241 Alcathous	アルカトオス (小惑星)
224 Oceana	オケアナ (小惑星)
2242 Balaton	バラトン (小惑星)
2243 Lonnrot	リョンロート (小惑星)
2244 Tesla	テスラ (小惑星)
2247 Hiroshima	広島 (小惑星)
2249 Yamamoto	山本 (小惑星)
225 Henrietta	アンリエッタ (小惑星)
Flores (Indonézia)	フローレス島 (インドネシア)
Kúzelník (umelec)	奇術
2258 Viipuri	ヴィープリ (小惑星)
Jean-Baptiste Camille Corot	ジャン＝バティスト・カミーユ・コロー
226 Weringia	ヴェーリンギア (小惑星)
Ribeauvillé (obec)	リボヴィレ
Crazy in Love	クレイジー・イン・ラブ
227 Philosophia	フィロソフィア (小惑星)
2276 Warck	ワルク (小惑星)
2277 Moreau	モロー (小惑星2277番)
228 Agathe	アガーテ (小惑星)
Oplotenie	塀
Kozmické observatórium	宇宙望遠鏡
Jašterica krátkohlavá	ニワカナヘビ
23 Thalia	タリア (小惑星)
Kabaddi	カバディ
2309 Mr. Spock	ミスター・スポック (小惑星)
Indiana Jones	インディアナ・ジョーンズ
Ďatelina plazivá	シロツメクサ
232 Russia	ロシア (小惑星)
Kevin Nolan	ケヴィン・ノーラン
233 Asterope	アステローペ (小惑星)
Eugène Terre'Blanche	ユージン・テレブランシュ
2339 Anacreon	アナクレオン (小惑星)
2340 Hathor	ハトホル (小惑星)
234 Barbara	バルバラ (小惑星)
235 Carolina	カロリーナ (小惑星)
2350 von Lude	フォン・リューデ (小惑星)
236 Honoria	ホノリア (小惑星)
237 Coelestina	セレスティーナ (小惑星)
Polis	ポリス
Ҍ	Ҍ
Lavočkin La-7	La-7 (航空機)
238 Hypatia	ヒパティア (小惑星)
239 Adrastea	アドラステア (小惑星)
2393 Suzuki	鈴木 (小惑星)
240 Vanadis	ヴァナディース (小惑星)
2410 Morrison	モリソン (小惑星)
241 Germania	ゲルマニア (小惑星)
Riquewihr	リクヴィール
242 Kriemhild	クリームヒルト (小惑星)
2421 Nininger	ナイニンガー (小惑星)
2436 Hatshepsut	ハトシェプスト (小惑星)
Trilógia	三部作
243 Ida	イダ (小惑星)
Králik domáci	カイウサギ
2437 Amnestia	アムネスティア (小惑星)
244 Sita	シーター (小惑星)
2445 Blazhko	ブラッコ (小惑星)
2451 Dollfus	ドルフュス (小惑星)
245 Vera	ヴェラ (小惑星245番)
З	З
246 Asporina	アスポリナ (小惑星)
Chiméry (Subterbranchialia)	全頭亜綱
Grand Theft Auto III	グランド・セフト・オートIII
Ostrolistec čínsky	コウヨウザン
2468 Repin	レーピン (小惑星)
Bachmač	バーフマチ
247 Eukrate	エウクラテ (小惑星)
2471 Ultrajectum	ウルトライェクトゥム (小惑星)
2479 Sodankyla	ソダンキュラ (小惑星)
248 Lameia	ラメイア (小惑星)
2480 Papanov	パパノフ (小惑星)
2481 Burgi	ビュルギ (小惑星)
2483 Guinevere	グィネヴィア (小惑星)
2484 Parenago	パレナゴ (小惑星)
2486 Metsahovi	メツァホヴィ (小惑星)
2487 Juhani	ユハニ (小惑星)
249 Ilse	イルゼ (小惑星)
250 Bettina	ベティーナ (小惑星)
Plochá strecha	陸屋根
Silverius	シルウェリウス (ローマ教皇)
Klások	小穂
251 Sophia	ソフィア (小惑星)
Obsessed	オブセッション 歪んだ愛の果て
25143 Itokawa	イトカワ (小惑星)
2517 Orma	オルマ (小惑星)
2521 Heidi	ハイジ (小惑星)
2530 Shipka	シプカ (小惑星)
253 Mathilde	マティルド (小惑星)
Munster (Haut-Rhin)	マンステール
2535 Hameenlinna	ハメーンリンナ (小惑星)
2545 Verbiest	フェルビースト (小惑星)
2546 Libitina	リビティナ (小惑星)
2547 Hubei	湖北 (小惑星)
2551 Decabrina	デカブリナ (小惑星)
256 Walpurga	ヴァルプルガ (小惑星)
Novela (literatúra)	中編小説
257 Silesia	シレジア (小惑星)
2571 Geisei	芸西 (小惑星)
2578 Saint-Exupery	サン＝テグジュペリ (小惑星)
258 Tyche	ティケ (小惑星)
2587 Gardner	ガードナー (小惑星)
259 Aletheia	アレテイア (小惑星)
2598 Merlin	マーリン (小惑星)
260 Huberta	フーベルタ (小惑星)
26 Proserpina	プロセルピナ (小惑星)
2604 Marshak	マルシャーク (小惑星)
261 Prymno	プリムノ (小惑星)
2613 Plzen	プルゼニ (小惑星)
Egídius (opát)	アエギディウス (聖人)
262 Valda	ヴァールタ (小惑星)
2628 Kopal	コパル (小惑星)
263 Dresda	ドレスダ (小惑星)
Audiokazeta	コンパクトカセット
2635 Huggins	ハギンズ (小惑星)
2636 Lassell	ラッセル (小惑星2636番)
Limited Liability Company (USA)	LLC
Marón (syn Euantha)	マローン (ギリシア神話)
Lawrence Morris Lambe	ローレンス・ラム
264 Libussa	リブッサ (小惑星)
265 Anna	アンナ (小惑星)
Sekvojovec mamutí	セコイアデンドロン
2652 Yabuuti	薮内 (小惑星)
2655 Guangxi	広西 (小惑星)
266 Aline	アリーネ (小惑星)
2666 Gramme	グラム (小惑星)
267 Tirza	ティルザ (小惑星)
2676 Aarhus	オーフス (小惑星)
Mickaël Landreau	ミカエル・ランドロー
2677 Joan	ジョーン (小惑星)
2678 Aavasaksa	アーバサクサ (小惑星)
2679 Kittisvaara	キッティスヴァーラ (小惑星)
268 Adorea	アドレア (小惑星)
2685 Masursky	マサースキー (小惑星)
Euroskupina	ユーログループ
269 Justitia	ユスティティア (小惑星)
2693 Yan’an	延安 (小惑星)
Diferenciálny a integrálny počet	微分積分学
270 Anahita	アナヒタ (小惑星)
27 Euterpe	エウテルペ (小惑星)
271 Penthesilea	ペンテシレイア (小惑星)
2712 Keaton	キートン (小惑星)
272 Antonia	アントニア (小惑星)
273 Atropos	アトロポス (小惑星)
2737 Kotka	コトカ (小惑星)
2738 Viracocha	ビラコチャ (小惑星)
274 Philagoria	フィラゴリア (小惑星)
2750 Loviisa	ロヴィーサ (小惑星)
275 Sapientia	サピエンティア (小惑星)
2752 Wu Chien-Shiung	呉健雄 (小惑星)
2758 Cordelia	コーディリア (小惑星)
Neuf-Brisach	ヌフ＝ブリザック
276 Adelheid	アーデルハイト (小惑星)
Mikojan-Gurevič MiG-31	MiG-31 (航空機)
277 Elvira	エルヴィラ (小惑星)
Citronát	シトロン
278 Paulina	パウリーナ (小惑星)
2782 Leonidas	レオニダス (小惑星)
279 Thule	チューレ (小惑星)
Saab JAS 39 Gripen	サーブ 39 グリペン
2790 Needham	ニーダム (小惑星)
Vojvodstvo (poľská administratívna jednotka)	県 (ポーランド)
28 Bellona	ベローナ (小惑星)
280 Philia	フィリア (小惑星)
Sekvoja vždyzelená	セコイア
2818 Juvenalis	ユウェナリス (小惑星)
281 Lucretia	ルクリーシア (小惑星)
2819 Ensor	アンソール (小惑星)
282 Clorinde	クロリンデ (小惑星)
2820 Iisalmi	イーサルミ (小惑星)
283 Emma	エンマ (小惑星)
284 Amalia	アマリア (小惑星)
285 Regina	ルジーナ (小惑星)
2857 NOT	NOT (小惑星)
Boxerské povstanie	義和団の乱
2865 Laurel	ローレル (小惑星)
2867 Šteins	シュテインス (小惑星)
287 Nephthys	ネフティス (小惑星)
2880 Nihondaira	日本平 (小惑星)
288 Glauke	グラウケ (小惑星)
David de Gea	ダビド・デ・ヘア
289 Nenetta	ネネッタ (小惑星)
290 Bruna	ブルナ (小惑星)
Přemysl Otakar II.	オタカル2世
291 Alice	アリス (小惑星)
292 Ludovica	ルドヴィカ (小惑星)
2921 Sophocles	ソフォクレス (小惑星)
Floreské more	フローレス海
293 Brasilia	ブラジリア (小惑星)
Edward E. Evans-Pritchard	エドワード・エヴァン・エヴァンズ＝プリチャード
294 Felicia	フェリシア (小惑星)
2940 Bacon	ベーコン (小惑星)
Henoteizmus	単一神教
2945 Zanstra	ザンストラ (小惑星)
Burgundi	ブルグント族
295 Theresia	テレジア (小惑星)
Betonárska výstuž	異形鉄筋
Pentán	ペンタン
296 Phaëtusa	ファエトゥーサ (小惑星)
Camille Saint-Saëns	カミーユ・サン＝サーンス
Potočnica lekárska	オランダガラシ
297 Caecilia	セシリア (小惑星)
Ernst Theodor Amadeus Hoffmann	E.T.A.ホフマン
2986 Mrinalini	ムリナリニ (小惑星)
298 Baptistina	バティスティーナ (小惑星)
Ivica Olić	イヴィツァ・オリッチ
2987 Sarabhai	サラバイ (小惑星)
Leopold I. (Svätá rímska ríša)	レオポルト1世 (神聖ローマ皇帝)
299 Thora	トーラ (小惑星)
Otto II. (Svätá rímska ríša)	オットー2世 (神聖ローマ皇帝)
Santiago Ramón y Cajal	サンティアゴ・ラモン・イ・カハール
30 Urania	ウラニア (小惑星)
Alexander Dubček	アレクサンデル・ドゥプチェク
3001 Michelangelo	ミケランジェロ (小惑星)
300 Geraldina	ジェラルディーナ (小惑星)
3002 Delasalle	ド・ラ・サール (小惑星)
3004 Knud	クヌート (小惑星)
3007 Reaves	リーヴス (小惑星)
Ferdinand III. (Svätá rímska ríša)	フェルディナント3世 (神聖ローマ皇帝)
3009 Coventry	コヴェントリー (小惑星)
Rudolf II. (Svätá rímska ríša)	ルドルフ2世 (神聖ローマ皇帝)
301 Bavaria	バヴァリア (小惑星)
Ferdinand II. (Svätá rímska ríša)	フェルディナント2世 (神聖ローマ皇帝)
Mikojan-Gurevič MiG-21	MiG-21 (航空機)
Ferdinand I. (Svätá rímska ríša)	フェルディナント1世 (神聖ローマ皇帝)
3018 Godiva	ゴダイヴァ (小惑星)
Henrich I. (Východofranská ríša)	ハインリヒ1世 (ドイツ王)
302 Clarissa	クラリッサ (小惑星)
Camillo Golgi	カミッロ・ゴルジ
Viktor Emanuel III.	ヴィットーリオ・エマヌエーレ3世
3026 Sarastro	ザラストロ (小惑星)
George Carlin	ジョージ・カーリン
Viliam I. (Nemecko)	ヴィルヘルム1世 (ドイツ皇帝)
Gérard Philipe	ジェラール・フィリップ
3030 Vehrenberg	フェーレンベルク (小惑星)
303 Josephina	ジョセフィーナ (小惑星)
Karol VI. (Svätá rímska ríša)	カール6世 (神聖ローマ皇帝)
Anthonis van Dyck	アンソニー・ヴァン・ダイク
Vojna o španielske dedičstvo	スペイン継承戦争
304 Olga	オルガ (小惑星)
Karol III. (Východofranská ríša)	カール3世 (フランク王)
Maximilián I. (Svätá rímska ríša)	マクシミリアン1世 (神聖ローマ皇帝)
305 Gordonia	ゴードニア (小惑星)
Lotar I. (Lotrinsko)	ロタール1世
3060 Delcano	デル・カーノ (小惑星)
Enigma (šifrovací stroj)	エニグマ (暗号機)
3061 Cook	クック (小惑星)
Benjamin Britten	ベンジャミン・ブリテン
3062 Wren	レン (小惑星)
3063 Makhaon	マカーオーン (小惑星)
3067 Akhmatova	アフマートヴァ (小惑星)
Alžbeta Bavorská (Sissi)	エリーザベト (オーストリア皇后)
Kaňon	峡谷
3070 Aitken	エイトケン (小惑星)
Sturmabteilung	突撃隊
307 Nike	ニケ (小惑星)
3072 Vilnius	ヴィリニュス (小惑星)
Pianista (film)	戦場のピアニスト
3080 Moisseiev	モイセーエフ (小惑星)
Poľská obranná vojna (1939)	ポーランド侵攻
308 Polyxo	ポリクソ (小惑星)
3088 Jinxiuzhonghua	錦繍中華 (小惑星)
Playboy (časopis)	PLAYBOY
Frankenstein	フランケンシュタイン
309 Fraternitas	フラテルニタス (小惑星)
Salmonella	サルモネラ
Colin Powell	コリン・パウエル
Bismarck (bojová loď)	ビスマルク (戦艦)
Maximilián II. (Svätá rímska ríša)	マクシミリアン2世 (神聖ローマ皇帝)
31 Euphrosyne	エウフロシネ (小惑星)
310 Margarita	マルガリータ (小惑星)
Druhoústovce	後口動物
Cisárovná Maud	マティルダ (神聖ローマ皇后)
3103 Eger	エゲル (小惑星)
311 Claudia	クラウディア (小惑星)
312 Pierretta	ピエレッタ (小惑星)
Alexandr Michajlovič Vasilevskij	アレクサンドル・ヴァシレフスキー
Dark Side of the Moon	狂気 (アルバム)
313 Chaldaea	カルダエア (小惑星)
Jon Bon Jovi	ジョン・ボン・ジョヴィ
314 Rosalia	ロザリア (小惑星)
3142 Kilopi	キロパイ (小惑星)
Signal Iduna Park	ヴェストファーレンシュタディオン
Imtech Arena	フォルクスパルクシュタディオン
315 Constantia	コンスタンティア (小惑星)
316 Goberta	ゴベルタ (小惑星)
Operácia Weserübung	ヴェーザー演習作戦
3163 Randi	ランディ (小惑星)
Gene Hackman	ジーン・ハックマン
317 Roxane	ロクサネ (小惑星)
Veltins-Arena	フェルティンス・アレーナ
3174 Alcock	オルコック (小惑星)
Fridrich III. (Svätá rímska ríša)	フリードリヒ3世 (神聖ローマ皇帝)
Počítačová grafika	コンピュータグラフィックス
Teheránska konferencia	テヘラン会談
318 Magdalena	マグダレーナ (小惑星)
Severonemecký spolok	北ドイツ連邦
Siréna (mytológia)	セイレーン
Jean Frédéric Joliot-Curie	フレデリック・ジョリオ＝キュリー
319 Leona	レオナ (小惑星)
Vestfálsky mier	ヴェストファーレン条約
Akkad (mesto)	アッカド
3199 Nefertiti	ネフェルティティ (小惑星)
Bitka národov	ライプツィヒの戦い
320 Katharina	カタリナ (小惑星)
32 Pomona	ポモナ (小惑星)
Genesis (skupina)	ジェネシス (バンド)
Bitka o Ardeny	バルジの戦い
Moulin Rouge	ムーラン・ルージュ
Kevin-Prince Boateng	ケヴィン＝プリンス・ボアテング
321 Florentina	フロレンティーナ (小惑星)
Alexej II.	アレクシイ2世
3212 Agricola	アグリコラ (小惑星)
MP40	MP40
Zrodenie Venuše	ヴィーナスの誕生
Operácia Bagration	バグラチオン作戦
3220 Murayama	村山 (小惑星)
322 Phaeo	ファエオ (小惑星)
Code civil (Francúzsko)	フランス民法典
Panzerkampfwagen II	II号戦車
František I. (Svätá rímska ríša)	フランツ1世 (神聖ローマ皇帝)
Otto III. (Svätá rímska ríša)	オットー3世 (神聖ローマ皇帝)
323 Brucia	ブルーシア (小惑星)
324 Bamberga	バンベルガ (小惑星)
Michelin	ミシュラン
3244 Petronius	ペトロニウス (小惑星)
The Wall	ザ・ウォール
3245 Jensch	イェンシュ (小惑星)
Karol (Burgundsko)	シャルル (ブルゴーニュ公)
3251 Eratosthenes	エラトステネス (小惑星)
3258 Somnium	ソムニウム (小惑星)
Juan Gris	フアン・グリス
326 Tamara	タマラ (小惑星)
André Malraux	アンドレ・マルロー
327 Columbia	コロンビア (小惑星)
Joachim Murat	ジョアシャン・ミュラ
Postupimská konferencia	ポツダム会談
3279 Solon	ソロン (小惑星)
Koncentračný tábor Dachau	ダッハウ強制収容所
Anna Habsburská (1601 – 1666)	アンヌ・ドートリッシュ
3281 Maupertuis	モーペルテュイ (小惑星)
3287 Olmstead	オルムステッド (小惑星)
Panzerkampfwagen VI Tiger	ティーガーI
3288 Seleucus	セレウコス (小惑星)
Annie Lennox	アニー・レノックス
329 Svea	スヴェア (小惑星)
Westlife	ウエストライフ
Neonacizmus	ネオナチ
