Africa	アフリカ
Categoria:Athletae Brasiliae	Category:ブラジルのスポーツ選手
Categoria:Athletae Belgiae	Category:ベルギーのスポーツ選手
Categoria:Scriptores Mexici	Category:メキシコの著作家
Categoria:Athletae Romaniae	Category:ルーマニアのスポーツ選手
Categoria:Scriptores Brasiliae	Category:ブラジルの著作家
Categoria:Scriptores Sanctae Luciae	Category:セントルシアの著作家
Categoria:Athletae Sueciae	Category:スウェーデンのスポーツ選手
Categoria:Zambales	Category:サンバレス州
Categoria:84 a.C.n.	Category:紀元前84年
Categoria:Scriptores Haitiae	Category:ハイチの著作家
Categoria:Scriptores Australiae	Category:オーストラリアの著作家
Categoria:Scriptores Ucrainae	Category:ウクライナの作家
Categoria:Scriptores Aegypti	Category:エジプトの著作家
Categoria:Francofurtum ad Moenum	Category:フランクフルト・アム・マイン
Categoria:Provinciae Philippinarum	Category:フィリピンの州
Categoria:Provinciae Afganiae	Category:アフガニスタンの地方行政区分
Categoria:Provinciae Argentinae	Category:アルゼンチンの州
Categoria:Provinciae Nederlandicae	Category:オランダの州
Categoria:Numeri rationales	Category:有理数
Categoria:Numeri primi	Category:素数
Categoria:Integri	Category:整数
Categoria:Compositores Atropatenae	Category:アゼルバイジャンの作曲家
Categoria:Pictores librorum	Category:イラストレーター
Categoria:Compositores Croatiae	Category:クロアチアの作曲家
Categoria:Compositores Finniae	Category:フィンランドの作曲家
Categoria:Scriptores Coreae	Category:朝鮮の作家
Categoria:Zoologi Austriae	Category:オーストリアの動物学者
Categoria:Politici Guatemalae	Category:グアテマラの政治家
Categoria:Psychologia socialis	Category:社会心理学
Categoria:Politici Graeciae	Category:ギリシャの政治家
Categoria:Politici Guineae Bissaviensis	Category:ギニアビサウの政治家
Categoria:Politici Nigeriae	Category:ナイジェリアの政治家
Categoria:Politici Africae Australis	Category:南アフリカ共和国の政治家
Categoria:Politici Nepaliae	Category:ネパールの政治家
Categoria:Linguae Iranicae	Category:イラン語派
Categoria:Mortui 322 a.C.n.	Category:紀元前322年没
Categoria:Limnologia	Category:陸水学
Categoria:Politici Germaniae	Category:ドイツの政治家
Categoria:Politici Lettoniae	Category:ラトビアの政治家
Categoria:Politici Romaniae	Category:ルーマニアの政治家
Categoria:Politici Libyae	Category:リビアの政治家
Categoria:Reptilia marina	Category:海棲爬虫類
Categoria:Politicorum periti Malavii	Category:マラウイの政治家
Categoria:Musici Germaniae	Category:ドイツのミュージシャン
Categoria:Politici Mexici	Category:メキシコの政治家
Categoria:Reptilia Cretacea	Category:白亜紀の爬虫類
Categoria:Politici Mozambici	Category:モザンビークの政治家
Categoria:Politici Moldaviae	Category:モルドバの政治家
Categoria:Politici Melitae	Category:マルタの政治家
Categoria:Litora	Category:海岸
Categoria:Politici Civitatum Foederatarum	Category:アメリカ合衆国の政治家
Categoria:Astronomi Austriae	Category:オーストリアの天文学者
Categoria:81 a.C.n.	Category:紀元前81年
Categoria:Biologi Austriae	Category:オーストリアの生物学者
Categoria:Botanistae Austriae	Category:オーストリアの植物学者
Categoria:Politici Benini	Category:ベナンの政治家
Categoria:Politici Belgiae	Category:ベルギーの政治家
Categoria:Mathematici Austriae	Category:オーストリアの数学者
Formula:Ndash	Template:Ndash
Categoria:Psychiatri Austriae	Category:オーストリアの精神科医
Categoria:Incolae Iamaicae	Category:ジャマイカの人物
Categoria:Incolae Sudaniae	Category:スーダンの人物
Categoria:Incolae Samoae	Category:サモアの人物
Categoria:Politici Samoae	Category:サモアの政治家
Categoria:Incolae Tongae	Category:トンガの人物
Categoria:Politici Senegaliae	Category:セネガルの政治家
Categoria:Incolae Nicaraguae	Category:ニカラグアの人物
Categoria:Politici Surinamiae	Category:スリナムの政治家
Categoria:Incolae Pakistaniae	Category:パキスタンの人物
Categoria:Incolae Palaestinae	Category:パレスチナの人物
Categoria:Politici Helvetiae	Category:スイスの政治家
Categoria:Astronomi Belgiae	Category:ベルギーの天文学者
Categoria:Mathematici Belgiae	Category:ベルギーの数学者
Categoria:Politici Syriae	Category:シリアの政治家
Categoria:Saxonia	Category:ザクセン
Categoria:Incolae Philippinarum	Category:フィリピンの人物
Categoria:Politici Islandiae	Category:アイスランドの政治家
Categoria:Politici Hiberniae	Category:アイルランドの政治家
Categoria:Saxonia-Anhaltinum	Category:ザクセン＝アンハルト
Categoria:8 a.C.n.	Category:紀元前8年
Categoria:Mortui 1988	Category:1988年没
Categoria:Saxonia Inferior	Category:ニーダーザクセン
Categoria:Politici Aequatoriae	Category:エクアドルの政治家
Categoria:Incolae Iugoslaviae	Category:ユーゴスラビアの人物
Categoria:Incolae Russiae	Category:ロシアの人物
Categoria:Politici Britanniae	Category:イギリスの政治家
Categoria:Politici Australiae	Category:オーストラリアの政治家
Categoria:Politici Honduriae	Category:ホンジュラスの政治家
Categoria:Politici Uruguaiae	Category:ウルグアイの政治家
Categoria:Historici Bulgariae	Category:ブルガリアの歴史学者
Categoria:Incolae Scotiae	Category:スコットランドの人物
Categoria:Politici Israelis	Category:イスラエルの政治家
Categoria:Politici Italiae	Category:イタリアの政治家
Categoria:Politici Indiae	Category:インドの政治家
Categoria:Politici Georgiae	Category:グルジアの政治家
Categoria:Achaemenidae	Category:アケメネス朝ペルシアの人物
Categoria:Incolae Armeniae	Category:アルメニアの人物
Categoria:Mathematici Cechiae	Category:チェコの数学者
Categoria:Politici Canadae	Category:カナダの政治家
Categoria:Incolae Indonesiae	Category:インドネシアの人物
Categoria:Incolae Israelis	Category:イスラエルの人物
Categoria:Politici Litoris Eburnei	Category:コートジボワールの政治家
Categoria:Politici Croatiae	Category:クロアチアの政治家
Categoria:Politici Thailandiae	Category:タイの政治家
Categoria:Astronomi Daniae	Category:デンマークの天文学者
Categoria:Politici Tunesiae	Category:チュニジアの政治家
Categoria:78 a.C.n.	Category:紀元前78年
Categoria:Politici Franciae	Category:フランスの政治家
Categoria:Athletae Civitatum Foederatarum	Category:アメリカ合衆国のスポーツ選手
Categoria:Politici Finniae	Category:フィンランドの政治家
Categoria:Politici Coreae	Category:朝鮮の政治家
Categoria:Eruditi Estoniae	Category:エストニアの学者
Categoria:Incolae Coreae	Category:朝鮮民族
Categoria:Astronomi Estoniae	Category:エストニアの天文学者
Categoria:Incolae Cechiae	Category:チェコの人物
Categoria:Incolae Nepaliae	Category:ネパールの人物
Categoria:Incolae Peruviae	Category:ペルーの人物
Categoria:Incolae Mexici	Category:メキシコの人物
Categoria:Narratologia	Category:物語論
Categoria:77 a.C.n.	Category:紀元前77年
Categoria:Manchu	Category:満州民族
Categoria:Astronomi Finniae	Category:フィンランドの天文学者
Categoria:Chemici Finniae	Category:フィンランドの化学者
Categoria:Incolae Croatiae	Category:クロアチアの人物
Categoria:Incolae Monoeci	Category:モナコの人物
Categoria:Historici Finniae	Category:フィンランドの歴史学者
Categoria:Cyperaceae	Category:カヤツリグサ科
Categoria:Incolae Thailandiae	Category:タイの人物
Categoria:Factiones Communisticae	Category:共産党
Categoria:Geologi Civitatum Foederatarum	Category:アメリカ合衆国の地質学者
Categoria:Astronomi Franciae	Category:フランスの天文学者
Categoria:Botanistae Franciae	Category:フランスの植物学者
Categoria:Urbes Iraci	Category:イラクの都市
Categoria:Geologi Italiae	Category:イタリアの地質学者
Categoria:Palaeontologi Franciae	Category:フランスの古生物学者
Categoria:Zoologi Franciae	Category:フランスの動物学者
Categoria:Legati	Category:大使
Categoria:Personae ficticiae	Category:架空の人物
Categoria:Chemici Franciae	Category:フランスの化学者
Categoria:Astronomi Sueciae	Category:スウェーデンの天文学者
Categoria:Incolae Liberiae	Category:リベリアの人物
Categoria:Incolae Turciae	Category:トルコの人物
Categoria:Incolae Hiberniae	Category:アイルランドの人物
Categoria:Geologi Franciae	Category:フランスの地質学者
Categoria:Astronomi Italiae	Category:イタリアの天文学者
Categoria:Mathematici Franciae	Category:フランスの数学者
Categoria:Vita post mortem	Category:死後の生命
Categoria:Philosophi Graeci	Category:ギリシャの哲学者
Categoria:Anthropologi Franciae	Category:フランスの人類学者
Categoria:Oeconomi Franciae	Category:フランスの経済学者
Categoria:Philosophi Germaniae	Category:ドイツの哲学者
Categoria:Scriptores Scotiae	Category:スコットランドの著作家
Categoria:Psychologi Franciae	Category:フランスの心理学者
Categoria:Freta Antarcticae	Category:南極の海峡
Categoria:Freta	Category:海峡
Categoria:Philosophi Italiae	Category:イタリアの哲学者
Categoria:Freta Maris Mediterranei	Category:地中海の海峡
Categoria:Freta Africae	Category:アフリカの海峡
Categoria:Actores Angliae	Category:イングランドの俳優
Categoria:Programmatura applicativa	Category:アプリケーションソフト
Categoria:Saurischia	Category:竜盤類
Categoria:Suffolcia	Category:サフォーク
Categoria:Canberra	Category:キャンベラ
Categoria:Fossilia	Category:古生物
Categoria:Sanctiacobi	Category:サンティアゴ
Categoria:Fossilia viva	Category:生きている化石
Categoria:Franciscopolis (California)	Category:サンフランシスコ
Categoria:Salisburgum	Category:ザルツブルク
Categoria:Urodela	Category:有尾目
Categoria:Bavaria	Category:バイエルン
Categoria:Pedilusores Guineae	Category:ギニアのサッカー選手
Categoria:Mortui 1823	Category:1823年没
Categoria:Pedilusores Nigeriae	Category:ナイジェリアのサッカー選手
Categoria:Pedilusores Norvegiae	Category:ノルウェーのサッカー選手
Categoria:Pedilusores Novae Zelandiae	Category:ニュージーランドのサッカー選手
Categoria:Xinjiang	Category:新疆ウイグル自治区
Categoria:Pedilusores Russiae	Category:ロシアのサッカー選手
Categoria:Pedilusores Romaniae	Category:ルーマニアのサッカー選手
Categoria:Musica electronica	Category:電子音楽
Categoria:Musica classica	Category:クラシック音楽
Categoria:Musica rock	Category:ロック
Categoria:Iaz	Category:ジャズ
Categoria:Pedilusores Sueciae	Category:スウェーデンのサッカー選手
Categoria:Duces Lotharingiae	Category:ロレーヌ公
Categoria:Duces Burgundiae	Category:ブルゴーニュ公
Categoria:Duces Venetiae	Category:ヴェネツィア共和国の元首
Categoria:Pedilusores Scotiae	Category:スコットランドのサッカー選手
Categoria:Philosophia Graeca antiqua	Category:ギリシア哲学
Categoria:73 a.C.n.	Category:紀元前73年
Categoria:Pedilusores Slovaciae	Category:スロバキアのサッカー選手
Categoria:Pedilusores Uruguaiae	Category:ウルグアイのサッカー選手
Categoria:Asteroidea	Category:ヒトデ
Categoria:Satellites Plutonis	Category:冥王星の衛星
Categoria:Satellites Saturni	Category:土星の衛星
Categoria:Uranus	Category:天王星
Categoria:Iuppiter	Category:木星
Categoria:Nati 384 a.C.n.	Category:紀元前384年生
Categoria:Planetae extrasolares repertu digesti	Category:各年発見の太陽系外惑星
Categoria:Pedilusores Coreae Septentrionalis	Category:北朝鮮のサッカー選手
Categoria:Asteroides	Category:小惑星
Categoria:Observatoria astronomica Germaniae	Category:ドイツの天文台
Categoria:Pedilusores Chiliae	Category:チリのサッカー選手
Categoria:Astronomi Germaniae	Category:ドイツの天文学者
Categoria:Machinatores Germaniae	Category:ドイツの工学者
Categoria:Neptunus	Category:海王星
Categoria:Geographia Terrae Mediae	Category:中つ国の地理
Categoria:Curculionidae	Category:ゾウムシ
Categoria:Dubai	Category:ドバイ
Categoria:Coleoptera	Category:甲虫
Categoria:Siluriformes	Category:ナマズ目
Categoria:Linguae Indoeuropaeae	Category:インド・ヨーロッパ語族
Categoria:Pedilusores Peruviae	Category:ペルーのサッカー選手
Categoria:Estenses	Category:エステ家
Categoria:Series librorum	Category:叢書
Categoria:71 a.C.n.	Category:紀元前71年
Categoria:Pedilusores Franciae	Category:フランスのサッカー選手
Categoria:Pedilusores Finniae	Category:フィンランドのサッカー選手
Categoria:Trigonometria	Category:三角法
Categoria:Series mythistoriarum	Category:小説のシリーズ
Categoria:Iecur	Category:肝臓
Categoria:Plumbum	Category:鉛
Categoria:Sedimentologia	Category:堆積学
Categoria:Exploratores Norvegici	Category:ノルウェーの探検家
Categoria:Exploratores Russici	Category:ロシアの探検家
Categoria:Personae litterariae	Category:文学の登場人物
Categoria:Exploratores Italici	Category:イタリアの探検家
Categoria:Exploratores Portugallenses	Category:ポルトガルの探検家
Categoria:Sciuridae	Category:リス科
Categoria:Oculus	Category:目
Categoria:Cthulhui Mythos	Category:クトゥルフ神話
Categoria:Glandulae	Category:腺
Categoria:Circuitus Franciae	Category:ツール・ド・フランス
Categoria:Augusta Taurinorum	Category:トリノ
Categoria:Anthropologi Germaniae	Category:ドイツの人類学者
Categoria:Biologi Germaniae	Category:ドイツの生物学者
Categoria:Botanistae Germaniae	Category:ドイツの植物学者
Categoria:Palaeontologi Germaniae	Category:ドイツの古生物学者
Categoria:Zoologi Germaniae	Category:ドイツの動物学者
Categoria:68 a.C.n.	Category:紀元前68年
