Afrika	アフリカ
Konseptalbum	コンセプト・アルバム
Didier Zokora	ディディエ・ゾコラ
Marko Pantelić	マルコ・パンテリッチ
McDonnell Douglas MD-80	マクドネル・ダグラス MD-80
Ledley King	レドリー・キング
Róbert Vittek	ローベルト・ヴィッテク
Zsa Zsa Gábor	ザ・ザ・ガボール
Mosonmagyaróvár	モションマジャローヴァール
Elano	エラーノ・ブルメル
Vác	ヴァーチ
Così fan tutte	コジ・ファン・トゥッテ
Tacna-regionen	タクナ県
Bartolomé de Las Casas	バルトロメ・デ・ラス・カサス
Tungurahua	トゥングラワ
Ucayali-regionen	ウカヤリ県
Alejandro Toledo	アレハンドロ・トレド
Tuxtla Gutiérrez	トゥストラ・グティエレス
Louis van Gaal	ルイ・ファン・ハール
Chandrika Kumaratunga	チャンドリカ・クマーラトゥンガ
Supernovarest	超新星残骸
Led Zeppelin III	レッド・ツェッペリン III
Hashtabell	ハッシュテーブル
Sølvnitrat	硝酸銀(I)
Härjedalen	ヘリエダーレン地方
De Stijl	デ・ステイル
Jean Siméon Chardin	ジャン・シメオン・シャルダン
Monreale	モンレアーレ (パレルモ県)
Arbeidsdeling	分業
Linjeskip	戦列艦
Kjerneregelen	連鎖律
Lysboge	電弧
Bill Shankly	ビル・シャンクリー
Grigorij Zinovjev	グリゴリー・ジノヴィエフ
Oguchi Onyewu	オグチ・オニェウ
Tríkala	トリカラ
Kotorbukta	コトル湾
Mobbing	モラルハラスメント
Bijelo Polje	ビイェロ・ポリェ
Toto	TOTO (バンド)
Călin Popescu-Tăriceanu	カリン・ポペスク・タリチェアヌ
Byar i Storbritannia	イギリスのシティの一覧
Holomorf funksjon	正則関数
Alfred Binet	アルフレッド・ビネー
AD (fleirtyding)	AD
Id	ID
Bi	BI
Basilica di San Francesco d'Assisi	アッシジ、フランチェスコ聖堂と関連修道施設群
Rankine	ランキン度
Mureş	ムレシュ川
Tallus	葉状体
Provinsen Makedonia	マケドニア属州
Syagrius	シアグリウス
21st Century Breakdown	21世紀のブレイクダウン
Helsingborgs IF	ヘルシンボリIF
Lemma i matematikk	補題
Kopula	コピュラ
Det nigerianske riksvåpenet	ナイジェリアの国章
Bombinga av Domodedovo internasjonale lufthamn	ドモジェドヴォ空港爆破事件
P.G. Wodehouse	P・G・ウッドハウス
Japanske regionar	日本の地域
Sannsynstettleiksfunksjon	確率密度関数
Holme	島嶼
Sinuskurve	正弦波
Giuseppe Torelli	ジュゼッペ・トレッリ
Roland	ローラン (シャルルマーニュ伝説)
Eurovision Song Contest 1990	ユーロビジョン・ソング・コンテスト1990
Eurovision Song Contest 1974	ユーロビジョン・ソング・コンテスト1974
Kondensstriper	飛行機雲
Obafemi Martins	オバフェミ・マルティンス
Abdikasjon	退位
Thesprotía	テスプロティア県
Fthiótida	フティオティダ県
Thann	タン (フランス)
Avallon	アヴァロン (ヨンヌ県)
Riom	リオン (フランス)
Barcelonnette	バルスロネット
Lannion	ランニオン
Brignoles	ブリニョール
Rochefort i Charente-Maritime	ロシュフォール (シャラント＝マリティーム県)
Val-d'Isère	ヴァル＝ディゼール
Romantisk musikk	ロマン派音楽
Muret	ミュレ
Noisy-le-Grand	ノワジー＝ル＝グラン
Sjemá‘ Jisraél	イスラエルよ、聞け
Embrun i Hautes-Alpes	アンブラン
Figeac	フィジャック
Meaux	モー (フランス)
Argentan	アルジャンタン
Apt	アプト
Benishangul-Gumaz	ベニシャングル・グムズ州
Gambelaregionen	ガンベラ州
Chichester	チチェスター
Khat	チャット (麻薬)
Cuauhtémoc Blanco	クアウテモク・ブランコ
Siphiwe Tshabalala	シフィウェ・チャバララ
Romgeometri	空間幾何学
Autodidakt	独学
Bøddel	死刑執行人
Kjemisk industri	化学工業
Saponin	サポニン
Alpine greiner under Vinter-OL 2010	バンクーバーオリンピックにおけるアルペンスキー競技
Brian Clough	ブライアン・クラフ
Space Jam	スペース・ジャム
A Saucerful of Secrets	神秘 (アルバム)
Boy av U2	ボーイ (アルバム)
Dennis Rommedahl	デニス・ロンメダール
Axel Heibergs land	アクセルハイバーグ島
Diego de Almagro	ディエゴ・デ・アルマグロ
Pengő	ペンゲー
William Wilberforce	ウィリアム・ウィルバーフォース
Doketisme	仮現説
Vajgatsj	ヴァイガチ島
Perth and Kinross	パース・アンド・キンロス
Sergej Kirov	セルゲイ・キーロフ
Jambe	アイアンブ
Piccadilly-linja	ピカデリー線
Poyangsjøen	ハ陽湖
Wuyi Shan	武夷山
Galleri	美術館
Zelenograd	ゼレノグラード
Diorama	ジオラマ
Waterloo & City-linja	ウォータールー&シティー線
Det haitiske riksvåpenet	ハイチの国章
Hudsonsundet	ハドソン海峡
Rodeo	ロデオ
Eurythmics	ユーリズミックス
Roland Garros	ローラン・ギャロス
Bloody Mary	ブラッディ・マリー
Mark Cavendish	マーク・カヴェンディッシュ
Transkripsjon	転写 (言語学)
Guillaume Dufay	ギヨーム・デュファイ
Isaac Barrow	アイザック・バロー
Mahmoud Darwish	マフムード・ダルウィーシュ
Latent varme	潜熱
Ruslan Ponomarjov	ルスラン・ポノマリョフ
Kardioide	カージオイド
Paul Keres	パウリ・ケレス
Mohammed Najibullah	ムハンマド・ナジーブッラー
Abraxas	アブラクサス
Händels Messias	メサイア (ヘンデル)
Verst	ベルスタ
St. Andrews	セント・アンドルーズ
Ust-Orda Burjatia	ウスチオルダ・ブリヤート自治管区
Talet 500	500
Grindkval	ゴンドウクジラ
Kvann	セイヨウトウキ
Ben 10	ベン10
Sillamäe	シッラマエ
Shugliaq	サウサンプトン島
Hyvinge	ヒュヴィンカー
Émile Friant	エミール・フリアン
Tauranga	タウランガ
Ivan Kramskoj	イワン・クラムスコイ
Baltarar	バルト人
Tregrense	森林限界
Kjevle	麺棒
Skiskyting under vinter-OL 2010	バンクーバーオリンピックにおけるバイアスロン競技
Stormfuglfamilien	ミズナギドリ科
Pirelli	ピレリ
Howard Shore	ハワード・ショア
Ussuri	ウスリー川
Finansboble	バブル経済
Square Enix	スクウェア・エニックス
Tamagotchi	たまごっち
Earl Grey	アールグレイ
Thomas Tallis	トマス・タリス
Siemens	ジーメンス (曖昧さ回避)
Nevis	ネイビス島
Puri	プリー
Bijeljina	ビイェリナ
Strofe	ストローフィ
Junior Eurovision Song Contest 2007	ジュニア・ユーロビジョン・ソング・コンテスト2007
Junior Eurovision Song Contest 2011	ジュニア・ユーロビジョン・ソング・コンテスト2011
E-nummer	E番号
Eurovision Song Contest 1996	ユーロビジョン・ソング・コンテスト1996
SGML	Standard Generalized Markup Language
Dreielire	ハーディ・ガーディ
Varg Vikernes	ヴァルグ・ヴィーケネス
Kyrie	キリエ
Toppmeis	カンムリガラ
Lauvmeis	ハシブトガラ
Imathía	イマティア県
Etyde	練習曲
Praktærfugl	ケワタガモ
Akrylfarge	アクリル絵具
Vlieland	フリーラント
Sendero Luminoso	センデロ・ルミノソ
Bøying	語形変化
Phleng Chat	タイの国歌
Epitet	形容語句
Nettlesaren Lynx	Lynx (ウェブブラウザ)
Palatalisering	口蓋化
Rekviem av Mozart	レクイエム (モーツァルト)
Fosfin	ホスフィン
Andrej Zjdanov	アンドレイ・ジダーノフ
S/2003 J 18	S/2003 J 18
Eurovision Song Contest 1966	ユーロビジョン・ソング・コンテスト1966
Offentleg rett	公法
Kyskleik	純潔
Kvirinalhøgda	クイリナーレ
MM	MM
Adobe Reader	Adobe Acrobat
Bonifaciosundet	ボニファシオ海峡
Irgun	エツェル
Os	OS
Nemrut Dağı	ネムルト山
Li	LI
GHB	Γ-ヒドロキシ酪酸
Atari	アタリ (企業)
Muspelheim	ムスペルヘイム
Prince of Wales Island	プリンスオブウェールズ島 (カナダ)
Berezina	ベレジナ川
Gauja	ガウヤ川
Jacopo da Pontormo	ヤコポ・ダ・ポントルモ
Språk i Afrika	アフリカの言語
Vintersolkverv	冬至
Saljut-programmet	サリュート
Chilpancingo	チルパンシンゴ
China Central Television	中国中央電視台
Den nikenske truvedkjenninga	ニカイア信条
Owl City	アウル・シティー
Alexander McQueen	アレキサンダー・マックイーン
Havåborfamilien	ハタ科
Sani Abacha	サニ・アバチャ
Amazonas	アマゾナス州 (曖昧さ回避)
Ralph Vaughan Williams	レイフ・ヴォーン・ウィリアムズ
Tranquillo Barnetta	トランクイロ・バルネッタ
Lova om store tal	大数の法則
Andorra i Eurovision Song Contest	アンドラのユーロビジョン・ソング・コンテスト
Androgyn	両性具有
Figur i matematikk	形態
Meksikansk mat	メキシコ料理
Guacamole	ワカモレ
A Rush of Blood to the Head	静寂の世界
Tepic	テピク
Junín-regionen	フニン県
Showbiz	ショウビズ
Peugeot 206	プジョー・206
Prototyp	プロトタイプ
Konsul i diplomatiet	領事
Legitimitet	正統性
Saint-Étienne-katedralen i Bourges	サン＝テチエンヌ大聖堂 (ブールジュ)
Verdas land etter bruttonasjonalprodukt per innbyggjar	国の国内総生産順リスト (一人当り購買力平価)
Mezzogiorno	南イタリア
Xhosaer	コサ人
Fethiye	フェトヒイェ
Kuusamo	クーサモ
Mamallapuram	マハーバリプラム
Ѕ	Ѕ
Nikolaj Nekrasov	ニコライ・ネクラーソフ
Raudflamingo	ベニイロフラミンゴ
Kırşehir	クルシェヒル
Bilecik	ビレジク
Kakao	ココア
Liffey	リフィー川
Sleipne	スレイプニル
Hoogeveen	ホーヘフェーン
Valjevo	ヴァリェヴォ
Tien Quan Ca	進軍歌
André Ooijer	アンドレ・オーイェル
Gervinho	ジェルヴィーニョ
Torskefamilien	タラ
Mudra	印相
Mjølbær	クマコケモモ
Guantánamobukta	グアンタナモ湾
Čačak	チャチャク
Motorsag	チェーンソー
Regresjonsanalyse	回帰分析
US Airways	USエアウェイズ
Leonardo Bonucci	レオナルド・ボヌッチ
La Pérouse-sundet	宗谷海峡
Nettverkslaget	ネットワーク層
Dei kantabriske fjella	カンタブリア山脈
Pannotia	パノティア大陸
Opera buffa	オペラ・ブッファ
Aneto	アネト山
Aspekt i grammatikken	相 (言語学)
Jonás Gutiérrez	ホナス・グティエレス
94 Aurora	アウロラ (小惑星)
Peer Gynt	ペール・ギュント
97 Klotho	クロト (小惑星)
Imphal	インパール
Sisimiut	シシミウト
Lamberto Dini	ランベルト・ディーニ
Joseph Heller	ジョセフ・ヘラー
Blåsebelg	鞴
Xabi Alonso	シャビ・アロンソ
S-blokk	Sブロック元素
Armégruppe	軍集団
Hieratisk skrift	ヒエラティック
Latgale	ラトガレ
Pianosa	ピアノーザ島
Bella Thorne	ベラ・ソーン
Altkirch	アルトキルシュ
West Dunbartonshire	ウェスト・ダンバートンシャー
Trygve Haavelmo	トリグヴェ・ホーヴェルモ
Seven Summits	七大陸最高峰
Jordreform	農地改革
Lykopen	リコペン
Halvspekkhoggar	オキゴンドウ
Madura	マドゥラ島
Tethyshavet	テチス海
Faradaybur	ファラデーケージ
London Borough of Newham	ニューアム・ロンドン特別区
Wigan	ウィガン
Ikonografi	図像学
Hangglider	ハンググライダー
Det sørsudanske riksvåpenet	南スーダンの国章
Guden Apis	アピス
London Borough of Tower Hamlets	タワーハムレッツ・ロンドン特別区
Nedsjd	ナジュド
Tiransundet	チラン海峡
Det srilankiske riksvåpenet	スリランカの国章
Signalhandsaming	信号処理
Samlar	コレクション
Sosialistisk arbeidshelt	社会主義労働英雄
Barbarossa	バルバロッサ
Bagett	フランスパン
Elva Dordogne	ドルドーニュ川
Birka	ビルカ
Bolsenasjøen	ボルセーナ湖
Blenheim Palace	ブレナム宮殿
Moquegua-regionen	モケグア県
Piura-regionen	ピウラ県
Apurímac-regionen	アプリマク県
Ica-regionen	イカ県
Moche	モチェ文化
Ketubím	諸書
RapidShare	RapidShare
Massakrane i Sabra og Shatila	サブラー・シャティーラ事件
London Borough of Bromley	ブロムリー・ロンドン特別区
Kim Seong-soo	金性洙
Bill Evans	ビル・エヴァンス
Wiener Sezession	ウィーン分離派
Penzance	ペンザンス
Trekantulikskapen	三角不等式
Programkodebot	パッチ
Solfuglar	タイヨウチョウ科
Brandenburgkonsertane	ブランデンブルク協奏曲
The Final Cut	ファイナル・カット (アルバム)
Stade Reims	スタッド・ランス
Romsonden Deep Impact	ディープ・インパクト (探査機)
TAP Portugal	TAP ポルトガル航空
Broadway Tower	ブロードウェー・タワー
Stanley Milgram	スタンレー・ミルグラム
Salsa	サルサ (音楽)
Eurovision Song Contest 1993	ユーロビジョン・ソング・コンテスト1993
Julestjerne	ポインセチア
Bedford	ベッドフォード (イングランド)
Ameland	アーメラント
Saint-Paul-de-Vence	サン＝ポール＝ド＝ヴァンス
Eastbourne	イーストボーン
Bagnères-de-Bigorre	バニェール＝ド＝ビゴール
Sambre	サンブル川
Kommandørøyane	コマンドルスキー諸島
Dei føderalt styrte stammeområda	連邦直轄部族地域
Inverclyde	インヴァークライド
Flower of Scotland	スコットランドの花
Highland	ハイランド
Brannbil	消防車
Grevenmacher distrikt	グレーヴェンマハ広域行政区
Windsor	ウィンザー
Träskända	ヤルヴェンパー
Den irske sjølvstendekrigen	アイルランド独立戦争
Den arabiske ørkenen	アラビア砂漠
Kronstadt-opprøret	クロンシュタットの反乱
Khalid av Saudi-Arabia	ハーリド・ビン・アブドゥルアズィーズ
Siret	シレト川
Periferieininga Xánthi	クサンティ県
Gjerdesmettfamilien	ミソサザイ科
Commodore International	コモドール
Korinthía	コリンティア県
Kamtsjatka oblast	カムチャツカ州
Saint-Dizier	サン＝ディジエ
Le Blanc-Mesnil	ル・ブラン＝メニル
Maisons-Alfort	メゾン＝アルフォール
Kaduna	カドゥナ
Ýdra	イドラ島
Sandoy	サンドイ島
Karusell	メリーゴーラウンド
Nordiske krossflagg	スカンディナヴィア十字
Body Language	ボディ・ランゲージ (カイリー・ミノーグのアルバム)
Hestur	ヘストゥル島
Gulnebblom	ハシジロアビ
Kirkwall	カークウォール
Patt	ステイルメイト
Olav II av Noreg	オーラヴ2世 (ノルウェー王)
X av Kylie Minogue	X (カイリー・ミノーグのアルバム)
Alpejernsporv	イワヒバリ
Polarsymjesnipe	ハイイロヒレアシシギ
Koltur	コルトゥル島
Baldassare Galuppi	バルダッサーレ・ガルッピ
Glentar	トビ類
Tortuga	トルトゥーガ島
Oktettregelen	オクテット則
Døgnrytme	概日リズム
Michael Atiyah	マイケル・アティヤ
John Wallis	ジョン・ウォリス
Eru	エル・イルーヴァタール
Xylen	キシレン
Bosna	ボスナ川
Lyndon B. Johnson Space Center	ジョンソン宇宙センター
Kjønnslemlesting	女性器切除
William Byrd	ウィリアム・バード
Panthalassa	パンサラッサ
Månelandar	アポロ月着陸船
Ale	エール (ビール)
Hekling	かぎ針編み
Isokor prosess	定積過程
Snells lov	スネルの法則
Sfæroide	回転楕円体
Karaisme	カライ派
SC Bastia	SCバスティア
Komotiní	コモティニ
Havlire	マンクスミズナギドリ
Oloron-Sainte-Marie	オロロン＝サント＝マリー
Verdsrekordar i friidrett	陸上競技の世界記録一覧
Sansculottane	サン・キュロット
Botulinumtoksin	ボツリヌストキシン
Immortal	イモータル (バンド)
Taye Taiwo	タイエ・タイウォ
VM i friidrett 2007	2007年世界陸上競技選手権大会
Michael Bradley	マイケル・ブラッドリー (サッカー選手)
Sotíris Kyrjákos	ソティリオス・キルギアコス
Milan Jovanović	ミラン・ヨヴァノヴィッチ
Martín Palermo	マルティン・パレルモ
Sjakkbrikke	駒 (チェス)
Ventil	バルブ
Ghoul	グール
Augustus De Morgan	オーガスタス・ド・モルガン
Kalsiumklorid	塩化カルシウム
Thomas Bayes	トーマス・ベイズ
Romanen 1984	1984年 (小説)
Yazdegird III av Persia	ヤズデギルド3世
Charlène av Monaco	シャーリーン・ウィットストック
Kaifeng	開封市
Bingöl	ビンギョル
Eksentrisitet	軌道離心率
Romvinkel	立体角
Urskog	原生林
Brente jords taktikk	焦土作戦
Løveape	ゴールデンライオンタマリン
Statsminister i Israel	イスラエルの首相
Hammarhai	シュモクザメ
BBC World News	BBCワールドニュース
Sulefamilien	カツオドリ科
Elva Lys	レイエ川
Industrimetall	インダストリアル・メタル
Sognefjorden	ソグネ・フィヨルド
Tupou VI av Tonga	トゥポウ6世
Konfidensintervall	信頼区間
Uman i Ukraina	ウーマニ
Fyrstedøme	公国
Tifinagh	ティフィナグ文字
Michel Vorm	ミシェル・フォルム
The Division Bell	対 (アルバム)
Eurovision Song Contest 1991	ユーロビジョン・ソング・コンテスト1991
Eurovision Song Contest 1989	ユーロビジョン・ソング・コンテスト1989
Bivrost	ビフレスト
Gon	グラード (単位)
Batyskaf	バチスカーフ
Al	AL
Vierzon	ヴィエルゾン
Guds mor	神の母
Gambit	ギャンビット
César Cui	ツェーザリ・キュイ
Yoshikatsu Kawaguchi	川口能活
Molde Fotballklubb	モルデFK
Bølgjekraftverk	波力
Parabel i litteraturen	たとえ話
Ryan Nelsen	ライアン・ネルセン
Drottningholms slott	ドロットニングホルム宮殿
Marfans syndrom	マルファン症候群
Skýros	スキロス島
Alle elsker Raymond	HEY!レイモンド
Studioalbum	スタジオ・アルバム
Agenda 21	アジェンダ21
Árta	アルタ (ギリシャ)
Den raude stjerna	赤い星
Akira Toriyama	鳥山明
Vitória FC	ヴィトリア・セトゥーバル
Stephan Lichtsteiner	ステファン・リヒトシュタイナー
Amorgós	アモルゴス島
Bisol	幻日
Anna Lindh	アンナ・リンド
Sarabande	サラバンド
Virvelstraum	渦電流
Sardin	イワシ
Piratpartiet	海賊党 (スウェーデン)
Rodópi	ロドピ県
Periferieininga Dráma	ドラマ県
Kung fu	功夫
Orsja	ヴォルシャ
Mary av Danmark	メアリー (デンマーク王太子妃)
Jozy Altidore	ジョジー・アルティドール
Kljazma	クリャージマ川
Oltenia	オルテニア
San Marino i Eurovision Song Contest	サンマリノのユーロビジョン・ソング・コンテスト
Katal	カタール (単位)
Simon Kjær	シモン・ケアー
Hydrostatisk likevekt	静水圧平衡
Klimakonvensjonen	気候変動枠組条約
Aktualitetsprinsippet	斉一説
Troké	トロキー
Det uruguayanske riksvåpenet	ウルグアイの国章
Remus Lupus	リーマス・ルーピン
79 Eurynome	エウリノメ (小惑星)
Det jamaikanske riksvåpenet	ジャマイカの国章
William Pitt den eldre	ウィリアム・ピット (初代チャタム伯爵)
Arthur Henderson	アーサー・ヘンダーソン
Rodrigues	ロドリゲス島
Robin Warren	ロビン・ウォレン
Det kurdiske flagget	クルドの旗
Samantrekt ord	かばん語
VM i friidrett 2011	2011年世界陸上競技選手権大会
Walter Gargano	ワルテル・ガルガノ
Vandrealbatross	ワタリアホウドリ
Nilmar	ニウマール
Carlos Salcido	カルロス・サルシド
Javier Sotomayor	ハビエル・ソトマヨル
Filmen Tarzan (1999)	ターザン (アニメ映画)
Aiden McGeady	エイダン・マクギーディ
Arbeidarrørsla	労働運動
Lappsporv	ツメナガホオジロ
Stipe Pletikosa	スティペ・プレティコサ
Vasspiplerke	タヒバリ
Brunpelikan	カッショクペリカン
Fuglekongar	キクイタダキ属
Leppefisk	ベラ
Kondylom	尖圭コンジローマ
Austerriksk schilling	オーストリア・シリング
Amonet	アマウネト
GP2	GP2
Diekirch distrikt	ディーキルヒ広域行政区
Prievidza	プリエヴィドザ
Parafyletisk gruppe	側系統群
Apollo-Sojuz	アポロ・ソユーズテスト計画
Merlion	マーライオン
Kapellan	チャプレン
Katwijk	カトウェイク
The Stooges	ザ・ストゥージズ
Villefranche-sur-Saône	ヴィルフランシュ＝シュル＝ソーヌ
Ulkefisk	カサゴ目
Femtometer	フェムトメートル
Saint-Omer	サントメール (パ＝ド＝カレー県)
Lunéville	リュネヴィル
Ornette Coleman	オーネット・コールマン
Lamarckisme	用不用説
Guayanaskjoldet	ギアナ高地
Panathinaïkó Stádio	パナシナイコスタジアム
Høgde	高さ
René Préval	ルネ・ガルシア・プレヴァル
Koevolusjon	共進化
Piería	ピエリア県
Enkeltspelar	シングルプレイヤーコンピュータゲーム
Amritsarmassakren	アムリットサル事件
Gilbert Newton Lewis	ギルバート・ルイス
Saint-Jean-de-Maurienne	サン＝ジャン＝ド＝モーリエンヌ
La Seyne-sur-Mer	ラ・セーヌ＝シュル＝メール
Frank McCourt	フランク・マコート
Ike Turner	アイク・ターナー
The Sun	ザ・サン
Halldór Ásgrímsson	ハルドール・アウスグリムソン
Bo Diddley	ボ・ディドリー
Parlophone	パーロフォン
Loch Lomond	ローモンド湖
Phil Jagielka	フィル・ジャギエルカ
Rotorua	ロトルア
London Borough of Redbridge	レッドブリッジ・ロンドン特別区
Langfredagsavtala	ベルファスト合意
Brendan sjøfararen	クロンファートのブレンダン
Victoria Land	ヴィクトリアランド
Securitate	セクリタテア
Mariner 2	マリナー2号
Polesie	ポリーシャ
Nicholas Roerich	ニコライ・リョーリフ
Nikolaj Leskov	ニコライ・レスコフ
Det karelske neset	カレリア地峡
Deauville	ドーヴィル
Narvaelva	ナルヴァ川
Toluca	トルーカ
São Miguel	サンミゲル島
Horv	馬鍬
Jan Brueghel	ヤン・ブリューゲル (父)
Torquay	トーキー (イングランド)
Mont Ventoux	モン・ヴァントゥ
Kongedømet Hellas	ギリシャ王国
Domrémy-la-Pucelle	ドンレミ＝ラ＝ピュセル
Pantin	パンタン
Bar-sur-Aube	バール＝シュル＝オーブ
Burnley	バーンリー
Sartrouville	サルトルーヴィル
Saint-Amand-Montrond	サン＝タマン＝モンロン
North Channel	ノース海峡 (イギリス)
Wexford	ウェックスフォード
Ennis	エニス
South Ayrshire	サウス・エアシャー
East Ayrshire	イースト・エアシャー
Ingolf Arnarsson	インゴールヴル・アルナルソン
South Lanarkshire	サウス・ラナークシャー
Periferieininga Árta	アルタ県
Folketinget	フォルケティング
Utvidingspakke	拡張パック
Filmen Mary Poppins	メリー・ポピンズ
Ely	イーリー
Lågtrykk	低気圧
Darja Domratsjeva	ダリア・ドムラチェワ
Akira Yoshizawa	吉澤章
Ryom-Verzeichnis	RV番号
Byar i Tyskland	ドイツの市町村一覧
Girolamo Frescobaldi	ジローラモ・フレスコバルディ
Store Zimbabwe	グレート・ジンバブエ遺跡
Columba	鳩
Tefra	テフラ
Thor Hushovd	トル・フースホフト
Appenzell	アッペンツェル
Frasier	そりゃないぜ!? フレイジャー
Hyperbolsk geometri	双曲幾何学
Schwa	シュワー
Grønlandssel	タテゴトアザラシ
Instagram	インスタグラム
Kroksjø	三日月湖
Musala	ムサラ山
Barn i fysikk	バーン (単位)
Meteorologisk satellitt	気象衛星
Transportlaget	トランスポート層
Engelen Uriel	ウリエル
Periferieininga Grevená	グレヴェナ県
Jackie Joyner-Kersee	ジャッキー・ジョイナー＝カーシー
Marion Jones	マリオン・ジョーンズ
Kjernemagnetisk resonans	核磁気共鳴
Kortnebbgås	コザクラバシガン
Kirkenes	キルケネス
Eurovision Song Contest 1971	ユーロビジョン・ソング・コンテスト1971
Risto Ryti	リスト・リュティ
Pehr Svinhufvud	ペール・スヴィンヒュー
Galvanisk element	ガルバニ電池
Daniel av Sverige	ダニエル (ヴェステルイェートランド公)
60 Echo	エコー (小惑星)
1000 Piazzia	ピアッツィア (小惑星)
Waldorfsalat	ウォルドーフサラダ
Campus	キャンパス
91 Aegina	アエギナ (小惑星)
140 Siwa	シワ (小惑星)
143 Adria	アドリア (小惑星)
93 Minerva	ミネルヴァ (小惑星)
99 Dike	ディケ (小惑星)
Provinsar i Frankrike	フランスの州 (フランス革命以前)
Alawittar	アラウィー派
Haggis	ハギス
Medaljefordeling under sommar-OL 1896	アテネオリンピック (1896年) での国・地域別メダル受賞数一覧
Dvergmus	カヤネズミ
Bohuslän	ブーヒュースレーン地方
Mulhacén	ムラセン山
Tropisk regnskogklima	熱帯雨林気候
Scherzo	スケルツォ
Led Zeppelin II	レッド・ツェッペリン II
Flokkdyr	群れ
Batasuna	バタスナ
Tverrfløyte	フルート
Alexandre Dumas	アレクサンドル・デュマ
Flussyre	フッ化水素酸
Den kongelege kunngjeringa i 1763	1763年宣言
Ikaría	イカリア島
Operasjon	オペレーション
Victor Amadeus II av Sardinia	ヴィットーリオ・アメデーオ2世
Fats Domino	ファッツ・ドミノ
Urubamba	ウルバンバ川
Svineblom	キオン属
Tumbes-regionen	トゥンベス県
Skjoldlus	カイガラムシ
Viracocha	ビラコチャ
Francisco de Zurbarán	フランシスコ・デ・スルバラン
Jean-Bertrand Aristide	ジャン＝ベルトラン・アリスティド
Året utan sommar	夏のない年
Herschel-teleskopet	ハーシェル宇宙望遠鏡
Yap	ヤップ島
Karim Masimov	カリム・マシモフ
Musikkterapi	音楽療法
Gudinna Flora	フロラ
Delirium tremens	振戦せん妄
Abbey Road Studios	アビー・ロード・スタジオ
Skjenesykkel	軌道自転車
Brettspelet mil	ナイン・メンズ・モリス
Fajanse	ファイアンス焼き
Eurovision Song Contest 1970	ユーロビジョン・ソング・コンテスト1970
Eurovision Song Contest 1995	ユーロビジョン・ソング・コンテスト1995
Korintbukta	コリンティアコス湾
John Field	ジョン・フィールド
AVG Antivirus	AVG Anti-Virus
Kolhapur	コールハープル
Sudan-regionen	歴史的スーダン
Roskilde domkyrkje	ロスキレ大聖堂
Heckler & Koch USP	H&K USP
Oxford Street	オックスフォード・ストリート
Kroning	戴冠式
Prostaglandin	プロスタグランジン
Marki	侯爵
Ginnungagap	ギンヌンガガプ
Programmusikk	標題音楽
Eurovision Song Contest 1975	ユーロビジョン・ソング・コンテスト1975
Eurovision Song Contest 1976	ユーロビジョン・ソング・コンテスト1976
Triestebukta	トリエステ湾
Rongo-rongo	ロンゴロンゴ
Les Andelys	レ＝ザンドリ
Die	ディー (ドローム県)
Saint-Gaudens	サン＝ゴーダンス
Pag	パグ島
Rethel	ルテル
Lesparre-Médoc	レスパール＝メドック
Condom	コンドン
Nyons	ニヨン (フランス)
Guebwiller	ゲブヴィレール
Munnleg overlevering	口承
Vouziers	ヴージエ
Pamiers	パミエ
Montbard	モンバール
Vervins	ヴェルヴァン
Eurovision Song Contest 1984	ユーロビジョン・ソング・コンテスト1984
Ångermanland	オンゲルマンランド地方
Kongedømet Lombardia-Venetia	ロンバルド＝ヴェネト王国
Largentière	ラルジャンティエール
Sega Master System	セガ・マスターシステム
Fjernsynsserien Rome	ROME［ローマ］
Suraelva	スラ川
Æresdoktorgrad	名誉学位
Ross Island	ロス島
Jacques Hébert	ジャック・ルネ・エベール
Marmaris	マルマリス
Peak oil	石油ピーク
Çankırı	チャンクル
Alexandria i Romania	アレクサンドリア (ルーマニア)
PCM	パルス符号変調
Konsertalbum	ライブ・アルバム
Weezer	ウィーザー
Autodafé	アウト・デ・フェ
Bechamel	ベシャメルソース
Filchner-Ronne-isen	フィルヒナー・ロンネ棚氷
Édessa i Hellas	エデッサ
Gödöllő	ゲデレー
Volkan Demirel	ヴォルカン・デミレル
Vlaardingen	フラールディング
Joulelovene	ジュールの法則
Fobos-Grunt	フォボス・グルント
Spreiing	散乱
Giftsprøyte	薬殺刑
Petrobras	ペトロブラス
Jotnar	霜の巨人
Netscape Communications Corporation	ネットスケープコミュニケーションズ
Lambayeque-regionen	ランバイエケ県
Borland	ボーランド
Stabat Mater	スターバト・マーテル
Ermoúpoli	エルムポリ
Motril	モトリル
Periferieininga Kilkís	キルキス県
Rapallo	ラパッロ
Jair Ventura Filho	ジャイルジーニョ
BirdLife International	バードライフ・インターナショナル
Prøvesprenging	核実験
Fritenkjar	自由思想
Golfe du Lion	リオン湾
Atom Heart Mother	原子心母
Charles Greeley Abbot	チャールズ・アボット
Louis Kahn	ルイス・I・カーン
Obscured by Clouds	雲の影
Babylon 5	バビロン5
Hanami	花見
Den olympiske eiden	オリンピック宣誓
San Juan de Ambato	アンバート
Dataspelutviklar	ゲームクリエイター
Periferieininga Thessaloníki	テッサロニキ県
Bibelbeltet	バイブル・ベルト
Dennis Tito	デニス・チトー
Viking 1	バイキング1号
Pest i Ungarn	ペシュト
